County,County Code,Year,count_hwDays_onDailyMaxTemp,count_hwDays_onDailyMaxHeatIndex,count_hwDays_onDailyNetHeatStress,state
"Crane County, TX",48103,1983-01-01,7,6,4,TX
"Crane County, TX",48103,1984-01-01,0,0,0,TX
"Crane County, TX",48103,1985-01-01,4,0,0,TX
"Crane County, TX",48103,1986-01-01,0,2,2,TX
"Crane County, TX",48103,1987-01-01,2,3,3,TX
"Crane County, TX",48103,1988-01-01,2,2,2,TX
"Crane County, TX",48103,1989-01-01,5,3,4,TX
"Crane County, TX",48103,1990-01-01,8,3,3,TX
"Crane County, TX",48103,1991-01-01,0,0,0,TX
"Crane County, TX",48103,1992-01-01,2,2,2,TX
"Crane County, TX",48103,1993-01-01,0,2,4,TX
"Crane County, TX",48103,1994-01-01,23,18,21,TX
"Crane County, TX",48103,1995-01-01,7,5,6,TX
"Crane County, TX",48103,1996-01-01,10,3,3,TX
"Crane County, TX",48103,1997-01-01,0,0,2,TX
"Crane County, TX",48103,1998-01-01,23,22,22,TX
"Crane County, TX",48103,1999-01-01,7,7,7,TX
"Crane County, TX",48103,2000-01-01,11,0,2,TX
"Crane County, TX",48103,2001-01-01,8,4,3,TX
"Crane County, TX",48103,2002-01-01,3,5,5,TX
"Crane County, TX",48103,2003-01-01,10,10,13,TX
"Crane County, TX",48103,2004-01-01,0,0,0,TX
"Crane County, TX",48103,2005-01-01,7,8,6,TX
"Crane County, TX",48103,2006-01-01,9,3,3,TX
"Crane County, TX",48103,2007-01-01,0,2,2,TX
"Crane County, TX",48103,2008-01-01,10,8,5,TX
"Crane County, TX",48103,2009-01-01,19,15,14,TX
"Crane County, TX",48103,2010-01-01,8,20,20,TX
"Crockett County, TX",48105,1981-01-01,2,3,3,TX
"Crockett County, TX",48105,1982-01-01,0,2,0,TX
"Crockett County, TX",48105,1983-01-01,2,3,0,TX
"Crockett County, TX",48105,1984-01-01,4,2,2,TX
"Crockett County, TX",48105,1985-01-01,5,2,0,TX
"Crockett County, TX",48105,1986-01-01,4,0,0,TX
"Crockett County, TX",48105,1987-01-01,0,4,8,TX
"Crockett County, TX",48105,1988-01-01,2,0,2,TX
"Crockett County, TX",48105,1989-01-01,12,7,8,TX
"Crockett County, TX",48105,1990-01-01,9,5,2,TX
"Crockett County, TX",48105,1991-01-01,0,0,0,TX
"Crockett County, TX",48105,1992-01-01,2,5,5,TX
"Crockett County, TX",48105,1993-01-01,4,2,2,TX
"Crockett County, TX",48105,1994-01-01,19,18,14,TX
"Crockett County, TX",48105,1995-01-01,7,4,5,TX
"Crockett County, TX",48105,1996-01-01,6,5,3,TX
"Crockett County, TX",48105,1997-01-01,0,2,3,TX
"Crockett County, TX",48105,1998-01-01,24,23,23,TX
"Crockett County, TX",48105,1999-01-01,4,10,10,TX
"Crockett County, TX",48105,2000-01-01,12,4,6,TX
"Crockett County, TX",48105,2001-01-01,12,4,4,TX
"Crockett County, TX",48105,2002-01-01,2,0,2,TX
"Crockett County, TX",48105,2003-01-01,10,12,15,TX
"Crockett County, TX",48105,2004-01-01,0,0,0,TX
"Crockett County, TX",48105,2005-01-01,6,7,10,TX
"Crockett County, TX",48105,2006-01-01,2,0,0,TX
"Crockett County, TX",48105,2007-01-01,0,2,2,TX
"Crockett County, TX",48105,2008-01-01,4,3,4,TX
"Crockett County, TX",48105,2009-01-01,24,18,24,TX
"Crockett County, TX",48105,2010-01-01,6,24,29,TX
"Crosby County, TX",48107,1981-01-01,6,12,9,TX
"Crosby County, TX",48107,1982-01-01,0,2,2,TX
"Crosby County, TX",48107,1983-01-01,10,4,4,TX
"Crosby County, TX",48107,1984-01-01,0,0,0,TX
"Crosby County, TX",48107,1985-01-01,0,0,0,TX
"Crosby County, TX",48107,1986-01-01,6,2,3,TX
"Crosby County, TX",48107,1987-01-01,0,3,3,TX
"Crosby County, TX",48107,1988-01-01,0,0,0,TX
"Crosby County, TX",48107,1989-01-01,4,4,2,TX
"Crosby County, TX",48107,1990-01-01,14,12,10,TX
"Crosby County, TX",48107,1991-01-01,0,0,0,TX
"Crosby County, TX",48107,1992-01-01,0,0,0,TX
"Crosby County, TX",48107,1993-01-01,4,7,8,TX
"Crosby County, TX",48107,1994-01-01,21,14,16,TX
"Crosby County, TX",48107,1995-01-01,8,7,7,TX
"Crosby County, TX",48107,1996-01-01,8,4,4,TX
"Crosby County, TX",48107,1997-01-01,0,0,0,TX
"Crosby County, TX",48107,1998-01-01,27,23,24,TX
"Crosby County, TX",48107,1999-01-01,0,5,5,TX
"Crosby County, TX",48107,2000-01-01,10,4,2,TX
"Crosby County, TX",48107,2001-01-01,10,10,14,TX
"Crosby County, TX",48107,2002-01-01,0,2,0,TX
"Crosby County, TX",48107,2003-01-01,10,8,8,TX
"Crosby County, TX",48107,2004-01-01,0,0,0,TX
"Crosby County, TX",48107,2005-01-01,0,3,4,TX
"Crosby County, TX",48107,2006-01-01,14,9,10,TX
"Crosby County, TX",48107,2007-01-01,0,2,0,TX
"Crosby County, TX",48107,2008-01-01,9,3,3,TX
"Crosby County, TX",48107,2009-01-01,28,21,26,TX
"Crosby County, TX",48107,2010-01-01,2,16,23,TX
"Culberson County, TX",48109,1981-01-01,7,7,7,TX
"Culberson County, TX",48109,1982-01-01,0,0,0,TX
"Culberson County, TX",48109,1983-01-01,4,0,0,TX
"Culberson County, TX",48109,1984-01-01,0,0,0,TX
"Culberson County, TX",48109,1985-01-01,2,2,2,TX
"Culberson County, TX",48109,1986-01-01,0,2,2,TX
"Culberson County, TX",48109,1987-01-01,3,3,3,TX
"Culberson County, TX",48109,1988-01-01,0,0,2,TX
"Culberson County, TX",48109,1989-01-01,7,8,5,TX
"Culberson County, TX",48109,1990-01-01,11,10,10,TX
"Culberson County, TX",48109,1991-01-01,0,0,0,TX
"Culberson County, TX",48109,1992-01-01,2,3,2,TX
"Culberson County, TX",48109,1993-01-01,0,2,2,TX
"Culberson County, TX",48109,1994-01-01,19,17,20,TX
"Culberson County, TX",48109,1995-01-01,7,3,3,TX
"Culberson County, TX",48109,1996-01-01,5,3,5,TX
"Culberson County, TX",48109,1997-01-01,3,2,3,TX
"Culberson County, TX",48109,1998-01-01,16,14,12,TX
"Culberson County, TX",48109,1999-01-01,6,7,7,TX
"Culberson County, TX",48109,2000-01-01,2,0,0,TX
"Culberson County, TX",48109,2001-01-01,0,0,0,TX
"Culberson County, TX",48109,2002-01-01,7,11,8,TX
"Culberson County, TX",48109,2003-01-01,6,5,3,TX
"Culberson County, TX",48109,2004-01-01,6,6,4,TX
"Culberson County, TX",48109,2005-01-01,16,11,14,TX
"Culberson County, TX",48109,2006-01-01,11,10,10,TX
"Culberson County, TX",48109,2007-01-01,2,3,3,TX
"Culberson County, TX",48109,2008-01-01,9,5,3,TX
"Culberson County, TX",48109,2009-01-01,18,16,19,TX
"Culberson County, TX",48109,2010-01-01,15,20,20,TX
"Dallam County, TX",48111,1981-01-01,8,11,12,TX
"Dallam County, TX",48111,1982-01-01,0,0,0,TX
"Dallam County, TX",48111,1983-01-01,0,0,2,TX
"Dallam County, TX",48111,1984-01-01,0,0,0,TX
"Dallam County, TX",48111,1985-01-01,3,0,0,TX
"Dallam County, TX",48111,1986-01-01,7,7,10,TX
"Dallam County, TX",48111,1987-01-01,0,4,3,TX
"Dallam County, TX",48111,1988-01-01,0,3,3,TX
"Dallam County, TX",48111,1989-01-01,0,0,0,TX
"Dallam County, TX",48111,1990-01-01,12,8,8,TX
"Dallam County, TX",48111,1991-01-01,0,0,0,TX
"Dallam County, TX",48111,1992-01-01,3,2,2,TX
"Dallam County, TX",48111,1993-01-01,0,2,2,TX
"Dallam County, TX",48111,1994-01-01,13,11,9,TX
"Dallam County, TX",48111,1995-01-01,10,10,6,TX
"Dallam County, TX",48111,1996-01-01,6,5,9,TX
"Dallam County, TX",48111,1997-01-01,4,2,0,TX
"Dallam County, TX",48111,1998-01-01,11,6,12,TX
"Dallam County, TX",48111,1999-01-01,0,3,4,TX
"Dallam County, TX",48111,2000-01-01,12,3,7,TX
"Dallam County, TX",48111,2001-01-01,7,13,19,TX
"Dallam County, TX",48111,2002-01-01,2,4,2,TX
"Dallam County, TX",48111,2003-01-01,17,19,22,TX
"Dallam County, TX",48111,2004-01-01,0,0,0,TX
"Dallam County, TX",48111,2005-01-01,5,7,7,TX
"Dallam County, TX",48111,2006-01-01,14,10,10,TX
"Dallam County, TX",48111,2007-01-01,5,12,9,TX
"Dallam County, TX",48111,2008-01-01,0,0,0,TX
"Dallam County, TX",48111,2009-01-01,14,10,12,TX
"Dallam County, TX",48111,2010-01-01,18,15,18,TX
"Dallas County, TX",48113,1981-01-01,0,2,2,TX
"Dallas County, TX",48113,1982-01-01,0,0,0,TX
"Dallas County, TX",48113,1983-01-01,2,0,5,TX
"Dallas County, TX",48113,1984-01-01,5,2,2,TX
"Dallas County, TX",48113,1985-01-01,4,2,4,TX
"Dallas County, TX",48113,1986-01-01,5,5,2,TX
"Dallas County, TX",48113,1987-01-01,4,0,10,TX
"Dallas County, TX",48113,1988-01-01,4,2,8,TX
"Dallas County, TX",48113,1989-01-01,0,0,0,TX
"Dallas County, TX",48113,1990-01-01,2,0,0,TX
"Dallas County, TX",48113,1991-01-01,0,0,0,TX
"Dallas County, TX",48113,1992-01-01,0,2,2,TX
"Dallas County, TX",48113,1993-01-01,6,3,4,TX
"Dallas County, TX",48113,1994-01-01,0,0,0,TX
"Dallas County, TX",48113,1995-01-01,0,5,6,TX
"Dallas County, TX",48113,1996-01-01,6,3,2,TX
"Dallas County, TX",48113,1997-01-01,0,2,4,TX
"Dallas County, TX",48113,1998-01-01,33,27,28,TX
"Dallas County, TX",48113,1999-01-01,14,13,15,TX
"Dallas County, TX",48113,2000-01-01,20,10,6,TX
"Dallas County, TX",48113,2001-01-01,3,6,7,TX
"Dallas County, TX",48113,2002-01-01,0,0,0,TX
"Dallas County, TX",48113,2003-01-01,5,5,2,TX
"Dallas County, TX",48113,2004-01-01,0,0,2,TX
"Dallas County, TX",48113,2005-01-01,2,3,7,TX
"Dallas County, TX",48113,2006-01-01,15,11,11,TX
"Dallas County, TX",48113,2007-01-01,0,0,0,TX
"Dallas County, TX",48113,2008-01-01,7,5,5,TX
"Dallas County, TX",48113,2009-01-01,37,13,8,TX
"Dallas County, TX",48113,2010-01-01,22,40,38,TX
"Dawson County, TX",48115,1981-01-01,4,8,7,TX
"Dawson County, TX",48115,1982-01-01,0,2,2,TX
"Dawson County, TX",48115,1983-01-01,7,6,5,TX
"Dawson County, TX",48115,1984-01-01,0,0,0,TX
"Dawson County, TX",48115,1985-01-01,2,0,0,TX
"Dawson County, TX",48115,1986-01-01,0,0,2,TX
"Dawson County, TX",48115,1987-01-01,0,3,3,TX
"Dawson County, TX",48115,1988-01-01,0,0,0,TX
"Dawson County, TX",48115,1989-01-01,6,2,4,TX
"Dawson County, TX",48115,1990-01-01,17,11,10,TX
"Dawson County, TX",48115,1991-01-01,0,0,0,TX
"Dawson County, TX",48115,1992-01-01,0,0,0,TX
"Dawson County, TX",48115,1993-01-01,2,3,5,TX
"Dawson County, TX",48115,1994-01-01,22,18,19,TX
"Dawson County, TX",48115,1995-01-01,7,7,7,TX
"Dawson County, TX",48115,1996-01-01,8,3,3,TX
"Dawson County, TX",48115,1997-01-01,0,0,0,TX
"Dawson County, TX",48115,1998-01-01,22,21,22,TX
"Dawson County, TX",48115,1999-01-01,4,5,5,TX
"Dawson County, TX",48115,2000-01-01,8,2,3,TX
"Dawson County, TX",48115,2001-01-01,10,8,9,TX
"Dawson County, TX",48115,2002-01-01,2,2,2,TX
"Dawson County, TX",48115,2003-01-01,9,7,9,TX
"Dawson County, TX",48115,2004-01-01,2,2,2,TX
"Dawson County, TX",48115,2005-01-01,5,5,5,TX
"Dawson County, TX",48115,2006-01-01,10,6,7,TX
"Dawson County, TX",48115,2007-01-01,0,2,2,TX
"Dawson County, TX",48115,2008-01-01,9,5,4,TX
"Dawson County, TX",48115,2009-01-01,25,24,18,TX
"Dawson County, TX",48115,2010-01-01,7,20,28,TX
"Deaf Smith County, TX",48117,1981-01-01,10,10,9,TX
"Deaf Smith County, TX",48117,1982-01-01,0,0,0,TX
"Deaf Smith County, TX",48117,1983-01-01,4,0,0,TX
"Deaf Smith County, TX",48117,1984-01-01,0,0,0,TX
"Deaf Smith County, TX",48117,1985-01-01,0,0,0,TX
"Deaf Smith County, TX",48117,1986-01-01,5,4,7,TX
"Deaf Smith County, TX",48117,1987-01-01,0,0,0,TX
"Deaf Smith County, TX",48117,1988-01-01,0,3,3,TX
"Deaf Smith County, TX",48117,1989-01-01,0,2,4,TX
"Deaf Smith County, TX",48117,1990-01-01,13,11,10,TX
"Deaf Smith County, TX",48117,1991-01-01,0,0,0,TX
"Deaf Smith County, TX",48117,1992-01-01,3,3,2,TX
"Deaf Smith County, TX",48117,1993-01-01,2,10,9,TX
"Deaf Smith County, TX",48117,1994-01-01,12,12,11,TX
"Deaf Smith County, TX",48117,1995-01-01,8,4,4,TX
"Deaf Smith County, TX",48117,1996-01-01,10,5,8,TX
"Deaf Smith County, TX",48117,1997-01-01,2,2,0,TX
"Deaf Smith County, TX",48117,1998-01-01,19,15,20,TX
"Deaf Smith County, TX",48117,1999-01-01,0,2,4,TX
"Deaf Smith County, TX",48117,2000-01-01,10,5,3,TX
"Deaf Smith County, TX",48117,2001-01-01,9,16,19,TX
"Deaf Smith County, TX",48117,2002-01-01,0,0,0,TX
"Deaf Smith County, TX",48117,2003-01-01,12,15,15,TX
"Deaf Smith County, TX",48117,2004-01-01,0,0,0,TX
"Deaf Smith County, TX",48117,2005-01-01,0,0,0,TX
"Deaf Smith County, TX",48117,2006-01-01,16,13,18,TX
"Deaf Smith County, TX",48117,2007-01-01,2,7,2,TX
"Deaf Smith County, TX",48117,2008-01-01,5,0,0,TX
"Deaf Smith County, TX",48117,2009-01-01,21,16,17,TX
"Deaf Smith County, TX",48117,2010-01-01,15,20,20,TX
"Delta County, TX",48119,1981-01-01,0,0,0,TX
"Delta County, TX",48119,1982-01-01,0,0,0,TX
"Delta County, TX",48119,1983-01-01,0,2,0,TX
"Delta County, TX",48119,1984-01-01,7,2,0,TX
"Delta County, TX",48119,1985-01-01,4,0,2,TX
"Delta County, TX",48119,1986-01-01,3,5,3,TX
"Delta County, TX",48119,1987-01-01,5,5,11,TX
"Delta County, TX",48119,1988-01-01,4,2,4,TX
"Delta County, TX",48119,1989-01-01,0,0,0,TX
"Delta County, TX",48119,1990-01-01,3,0,0,TX
"Delta County, TX",48119,1991-01-01,0,0,0,TX
"Delta County, TX",48119,1992-01-01,0,2,2,TX
"Delta County, TX",48119,1993-01-01,6,2,6,TX
"Delta County, TX",48119,1994-01-01,0,3,0,TX
"Delta County, TX",48119,1995-01-01,0,3,6,TX
"Delta County, TX",48119,1996-01-01,3,3,3,TX
"Delta County, TX",48119,1997-01-01,0,0,0,TX
"Delta County, TX",48119,1998-01-01,34,24,24,TX
"Delta County, TX",48119,1999-01-01,14,13,12,TX
"Delta County, TX",48119,2000-01-01,19,6,4,TX
"Delta County, TX",48119,2001-01-01,0,3,2,TX
"Delta County, TX",48119,2002-01-01,0,0,0,TX
"Delta County, TX",48119,2003-01-01,5,4,5,TX
"Delta County, TX",48119,2004-01-01,2,0,2,TX
"Delta County, TX",48119,2005-01-01,0,6,8,TX
"Delta County, TX",48119,2006-01-01,26,20,17,TX
"Delta County, TX",48119,2007-01-01,0,2,4,TX
"Delta County, TX",48119,2008-01-01,7,5,5,TX
"Delta County, TX",48119,2009-01-01,39,17,16,TX
"Delta County, TX",48119,2010-01-01,23,39,39,TX
"Denton County, TX",48121,1981-01-01,0,4,2,TX
"Denton County, TX",48121,1982-01-01,0,0,0,TX
"Denton County, TX",48121,1983-01-01,2,2,4,TX
"Denton County, TX",48121,1984-01-01,4,0,2,TX
"Denton County, TX",48121,1985-01-01,2,0,0,TX
"Denton County, TX",48121,1986-01-01,5,6,2,TX
"Denton County, TX",48121,1987-01-01,3,3,8,TX
"Denton County, TX",48121,1988-01-01,4,2,7,TX
"Denton County, TX",48121,1989-01-01,0,2,0,TX
"Denton County, TX",48121,1990-01-01,0,0,0,TX
"Denton County, TX",48121,1991-01-01,0,0,0,TX
"Denton County, TX",48121,1992-01-01,0,2,2,TX
"Denton County, TX",48121,1993-01-01,9,5,6,TX
"Denton County, TX",48121,1994-01-01,0,0,0,TX
"Denton County, TX",48121,1995-01-01,0,3,7,TX
"Denton County, TX",48121,1996-01-01,5,4,5,TX
"Denton County, TX",48121,1997-01-01,0,2,4,TX
"Denton County, TX",48121,1998-01-01,34,25,26,TX
"Denton County, TX",48121,1999-01-01,12,13,14,TX
"Denton County, TX",48121,2000-01-01,22,10,8,TX
"Denton County, TX",48121,2001-01-01,3,7,10,TX
"Denton County, TX",48121,2002-01-01,0,0,0,TX
"Denton County, TX",48121,2003-01-01,10,5,2,TX
"Denton County, TX",48121,2004-01-01,0,0,0,TX
"Denton County, TX",48121,2005-01-01,2,0,2,TX
"Denton County, TX",48121,2006-01-01,13,10,9,TX
"Denton County, TX",48121,2007-01-01,0,2,0,TX
"Denton County, TX",48121,2008-01-01,7,3,5,TX
"Denton County, TX",48121,2009-01-01,34,15,9,TX
"Denton County, TX",48121,2010-01-01,21,36,38,TX
"DeWitt County, TX",48123,1981-01-01,0,2,2,TX
"DeWitt County, TX",48123,1982-01-01,6,0,0,TX
"DeWitt County, TX",48123,1983-01-01,0,0,0,TX
"DeWitt County, TX",48123,1984-01-01,7,2,0,TX
"DeWitt County, TX",48123,1985-01-01,12,0,2,TX
"DeWitt County, TX",48123,1986-01-01,10,0,0,TX
"DeWitt County, TX",48123,1987-01-01,0,4,3,TX
"DeWitt County, TX",48123,1988-01-01,0,0,5,TX
"DeWitt County, TX",48123,1989-01-01,6,2,2,TX
"DeWitt County, TX",48123,1990-01-01,8,4,4,TX
"DeWitt County, TX",48123,1991-01-01,0,0,0,TX
"DeWitt County, TX",48123,1992-01-01,0,4,4,TX
"DeWitt County, TX",48123,1993-01-01,0,0,0,TX
"DeWitt County, TX",48123,1994-01-01,5,0,3,TX
"DeWitt County, TX",48123,1995-01-01,8,11,12,TX
"DeWitt County, TX",48123,1996-01-01,3,3,3,TX
"DeWitt County, TX",48123,1997-01-01,0,6,6,TX
"DeWitt County, TX",48123,1998-01-01,30,19,21,TX
"DeWitt County, TX",48123,1999-01-01,4,2,2,TX
"DeWitt County, TX",48123,2000-01-01,17,4,6,TX
"DeWitt County, TX",48123,2001-01-01,5,0,0,TX
"DeWitt County, TX",48123,2002-01-01,0,0,0,TX
"DeWitt County, TX",48123,2003-01-01,2,7,6,TX
"DeWitt County, TX",48123,2004-01-01,2,0,8,TX
"DeWitt County, TX",48123,2005-01-01,12,12,18,TX
"DeWitt County, TX",48123,2006-01-01,2,7,6,TX
"DeWitt County, TX",48123,2007-01-01,0,4,3,TX
"DeWitt County, TX",48123,2008-01-01,5,7,5,TX
"DeWitt County, TX",48123,2009-01-01,40,16,15,TX
"DeWitt County, TX",48123,2010-01-01,7,30,30,TX
"Dickens County, TX",48125,1981-01-01,6,8,5,TX
"Dickens County, TX",48125,1982-01-01,0,2,2,TX
"Dickens County, TX",48125,1983-01-01,8,4,4,TX
"Dickens County, TX",48125,1984-01-01,0,0,0,TX
"Dickens County, TX",48125,1985-01-01,0,0,0,TX
"Dickens County, TX",48125,1986-01-01,7,5,6,TX
"Dickens County, TX",48125,1987-01-01,0,7,7,TX
"Dickens County, TX",48125,1988-01-01,0,0,0,TX
"Dickens County, TX",48125,1989-01-01,2,6,2,TX
"Dickens County, TX",48125,1990-01-01,7,8,8,TX
"Dickens County, TX",48125,1991-01-01,0,0,0,TX
"Dickens County, TX",48125,1992-01-01,0,0,0,TX
"Dickens County, TX",48125,1993-01-01,4,5,9,TX
"Dickens County, TX",48125,1994-01-01,17,15,13,TX
"Dickens County, TX",48125,1995-01-01,4,7,7,TX
"Dickens County, TX",48125,1996-01-01,9,4,2,TX
"Dickens County, TX",48125,1997-01-01,0,2,2,TX
"Dickens County, TX",48125,1998-01-01,28,22,23,TX
"Dickens County, TX",48125,1999-01-01,2,4,6,TX
"Dickens County, TX",48125,2000-01-01,9,4,0,TX
"Dickens County, TX",48125,2001-01-01,10,9,11,TX
"Dickens County, TX",48125,2002-01-01,0,2,0,TX
"Dickens County, TX",48125,2003-01-01,9,5,5,TX
"Dickens County, TX",48125,2004-01-01,0,0,0,TX
"Dickens County, TX",48125,2005-01-01,0,5,2,TX
"Dickens County, TX",48125,2006-01-01,13,11,11,TX
"Dickens County, TX",48125,2007-01-01,0,5,5,TX
"Dickens County, TX",48125,2008-01-01,5,3,3,TX
"Dickens County, TX",48125,2009-01-01,29,15,23,TX
"Dickens County, TX",48125,2010-01-01,4,22,26,TX
"Dimmit County, TX",48127,1981-01-01,0,2,0,TX
"Dimmit County, TX",48127,1982-01-01,0,0,0,TX
"Dimmit County, TX",48127,1983-01-01,5,0,0,TX
"Dimmit County, TX",48127,1984-01-01,6,0,0,TX
"Dimmit County, TX",48127,1985-01-01,2,0,0,TX
"Dimmit County, TX",48127,1986-01-01,4,2,0,TX
"Dimmit County, TX",48127,1987-01-01,0,4,2,TX
"Dimmit County, TX",48127,1988-01-01,0,0,2,TX
"Dimmit County, TX",48127,1989-01-01,11,2,2,TX
"Dimmit County, TX",48127,1990-01-01,6,2,4,TX
"Dimmit County, TX",48127,1991-01-01,0,2,3,TX
"Dimmit County, TX",48127,1992-01-01,3,3,4,TX
"Dimmit County, TX",48127,1993-01-01,2,0,0,TX
"Dimmit County, TX",48127,1994-01-01,4,4,7,TX
"Dimmit County, TX",48127,1995-01-01,2,7,5,TX
"Dimmit County, TX",48127,1996-01-01,10,7,5,TX
"Dimmit County, TX",48127,1997-01-01,2,9,9,TX
"Dimmit County, TX",48127,1998-01-01,32,20,25,TX
"Dimmit County, TX",48127,1999-01-01,2,3,6,TX
"Dimmit County, TX",48127,2000-01-01,11,7,3,TX
"Dimmit County, TX",48127,2001-01-01,2,4,3,TX
"Dimmit County, TX",48127,2002-01-01,5,0,0,TX
"Dimmit County, TX",48127,2003-01-01,16,16,16,TX
"Dimmit County, TX",48127,2004-01-01,4,3,2,TX
"Dimmit County, TX",48127,2005-01-01,11,15,17,TX
"Dimmit County, TX",48127,2006-01-01,2,8,12,TX
"Dimmit County, TX",48127,2007-01-01,0,4,6,TX
"Dimmit County, TX",48127,2008-01-01,2,3,7,TX
"Dimmit County, TX",48127,2009-01-01,26,15,14,TX
"Dimmit County, TX",48127,2010-01-01,9,26,25,TX
"Donley County, TX",48129,1981-01-01,9,9,8,TX
"Donley County, TX",48129,1982-01-01,0,3,2,TX
"Donley County, TX",48129,1983-01-01,11,7,7,TX
"Donley County, TX",48129,1984-01-01,0,0,0,TX
"Donley County, TX",48129,1985-01-01,0,2,0,TX
"Donley County, TX",48129,1986-01-01,8,11,9,TX
"Donley County, TX",48129,1987-01-01,0,0,2,TX
"Donley County, TX",48129,1988-01-01,0,0,3,TX
"Donley County, TX",48129,1989-01-01,0,3,2,TX
"Donley County, TX",48129,1990-01-01,7,9,5,TX
"Donley County, TX",48129,1991-01-01,0,0,0,TX
"Donley County, TX",48129,1992-01-01,0,2,0,TX
"Donley County, TX",48129,1993-01-01,3,5,8,TX
"Donley County, TX",48129,1994-01-01,17,12,11,TX
"Donley County, TX",48129,1995-01-01,3,4,4,TX
"Donley County, TX",48129,1996-01-01,10,2,2,TX
"Donley County, TX",48129,1997-01-01,0,0,0,TX
"Donley County, TX",48129,1998-01-01,24,17,20,TX
"Donley County, TX",48129,1999-01-01,0,5,4,TX
"Donley County, TX",48129,2000-01-01,13,0,2,TX
"Donley County, TX",48129,2001-01-01,16,16,17,TX
"Donley County, TX",48129,2002-01-01,0,0,0,TX
"Donley County, TX",48129,2003-01-01,12,5,6,TX
"Donley County, TX",48129,2004-01-01,0,0,2,TX
"Donley County, TX",48129,2005-01-01,0,0,0,TX
"Donley County, TX",48129,2006-01-01,13,14,13,TX
"Donley County, TX",48129,2007-01-01,0,7,4,TX
"Donley County, TX",48129,2008-01-01,7,2,2,TX
"Donley County, TX",48129,2009-01-01,24,16,19,TX
"Donley County, TX",48129,2010-01-01,11,24,34,TX
"Duval County, TX",48131,1981-01-01,0,4,0,TX
"Duval County, TX",48131,1982-01-01,0,2,0,TX
"Duval County, TX",48131,1983-01-01,0,0,0,TX
"Duval County, TX",48131,1984-01-01,5,3,0,TX
"Duval County, TX",48131,1985-01-01,0,0,0,TX
"Duval County, TX",48131,1986-01-01,5,0,0,TX
"Duval County, TX",48131,1987-01-01,0,0,6,TX
"Duval County, TX",48131,1988-01-01,2,0,2,TX
"Duval County, TX",48131,1989-01-01,16,0,2,TX
"Duval County, TX",48131,1990-01-01,10,6,6,TX
"Duval County, TX",48131,1991-01-01,0,2,0,TX
"Duval County, TX",48131,1992-01-01,2,4,4,TX
"Duval County, TX",48131,1993-01-01,0,0,0,TX
"Duval County, TX",48131,1994-01-01,4,3,7,TX
"Duval County, TX",48131,1995-01-01,11,12,11,TX
"Duval County, TX",48131,1996-01-01,9,6,6,TX
"Duval County, TX",48131,1997-01-01,2,6,7,TX
"Duval County, TX",48131,1998-01-01,34,24,27,TX
"Duval County, TX",48131,1999-01-01,0,2,4,TX
"Duval County, TX",48131,2000-01-01,11,7,5,TX
"Duval County, TX",48131,2001-01-01,4,3,3,TX
"Duval County, TX",48131,2002-01-01,3,2,2,TX
"Duval County, TX",48131,2003-01-01,9,18,12,TX
"Duval County, TX",48131,2004-01-01,3,3,5,TX
"Duval County, TX",48131,2005-01-01,14,10,17,TX
"Duval County, TX",48131,2006-01-01,2,8,13,TX
"Duval County, TX",48131,2007-01-01,0,2,2,TX
"Duval County, TX",48131,2008-01-01,5,0,4,TX
"Duval County, TX",48131,2009-01-01,36,15,15,TX
"Duval County, TX",48131,2010-01-01,0,16,16,TX
"Eastland County, TX",48133,1981-01-01,5,6,4,TX
"Eastland County, TX",48133,1982-01-01,0,0,0,TX
"Eastland County, TX",48133,1983-01-01,2,2,0,TX
"Eastland County, TX",48133,1984-01-01,4,2,2,TX
"Eastland County, TX",48133,1985-01-01,3,2,2,TX
"Eastland County, TX",48133,1986-01-01,6,3,4,TX
"Eastland County, TX",48133,1987-01-01,2,5,7,TX
"Eastland County, TX",48133,1988-01-01,2,2,4,TX
"Eastland County, TX",48133,1989-01-01,2,2,3,TX
"Eastland County, TX",48133,1990-01-01,4,3,2,TX
"Eastland County, TX",48133,1991-01-01,0,0,0,TX
"Eastland County, TX",48133,1992-01-01,0,2,2,TX
"Eastland County, TX",48133,1993-01-01,8,5,7,TX
"Eastland County, TX",48133,1994-01-01,5,10,9,TX
"Eastland County, TX",48133,1995-01-01,4,4,6,TX
"Eastland County, TX",48133,1996-01-01,9,2,2,TX
"Eastland County, TX",48133,1997-01-01,0,2,2,TX
"Eastland County, TX",48133,1998-01-01,19,17,19,TX
"Eastland County, TX",48133,1999-01-01,11,12,16,TX
"Eastland County, TX",48133,2000-01-01,13,4,4,TX
"Eastland County, TX",48133,2001-01-01,11,11,11,TX
"Eastland County, TX",48133,2002-01-01,0,2,2,TX
"Eastland County, TX",48133,2003-01-01,8,6,6,TX
"Eastland County, TX",48133,2004-01-01,0,0,0,TX
"Eastland County, TX",48133,2005-01-01,4,7,5,TX
"Eastland County, TX",48133,2006-01-01,10,12,13,TX
"Eastland County, TX",48133,2007-01-01,0,2,2,TX
"Eastland County, TX",48133,2008-01-01,5,6,2,TX
"Eastland County, TX",48133,2009-01-01,34,14,12,TX
"Eastland County, TX",48133,2010-01-01,20,32,35,TX
"Ector County, TX",48135,1981-01-01,3,6,5,TX
"Ector County, TX",48135,1982-01-01,0,2,4,TX
