County,County Code,Year,count_hwDays_onDailyMaxTemp,count_hwDays_onDailyMaxHeatIndex,count_hwDays_onDailyNetHeatStress,state
"Anderson County, TX",48001,1981-01-01,0,6,6,TX
"Anderson County, TX",48001,1982-01-01,6,0,0,TX
"Anderson County, TX",48001,1983-01-01,0,0,0,TX
"Anderson County, TX",48001,1984-01-01,7,2,0,TX
"Anderson County, TX",48001,1985-01-01,4,0,0,TX
"Anderson County, TX",48001,1986-01-01,4,3,0,TX
"Anderson County, TX",48001,1987-01-01,3,0,0,TX
"Anderson County, TX",48001,1988-01-01,4,4,8,TX
"Anderson County, TX",48001,1989-01-01,0,0,0,TX
"Anderson County, TX",48001,1990-01-01,0,2,3,TX
"Anderson County, TX",48001,1991-01-01,0,0,0,TX
"Anderson County, TX",48001,1992-01-01,0,2,2,TX
"Anderson County, TX",48001,1993-01-01,0,0,0,TX
"Anderson County, TX",48001,1994-01-01,0,0,0,TX
"Anderson County, TX",48001,1995-01-01,0,6,10,TX
"Anderson County, TX",48001,1996-01-01,5,0,4,TX
"Anderson County, TX",48001,1997-01-01,0,0,0,TX
"Anderson County, TX",48001,1998-01-01,36,22,26,TX
"Anderson County, TX",48001,1999-01-01,4,3,3,TX
"Anderson County, TX",48001,2000-01-01,27,6,6,TX
"Anderson County, TX",48001,2001-01-01,0,0,0,TX
"Anderson County, TX",48001,2002-01-01,0,0,0,TX
"Anderson County, TX",48001,2003-01-01,2,4,5,TX
"Anderson County, TX",48001,2004-01-01,0,0,2,TX
"Anderson County, TX",48001,2005-01-01,0,9,7,TX
"Anderson County, TX",48001,2006-01-01,17,15,16,TX
"Anderson County, TX",48001,2007-01-01,0,4,7,TX
"Anderson County, TX",48001,2008-01-01,8,7,5,TX
"Anderson County, TX",48001,2009-01-01,59,37,29,TX
"Anderson County, TX",48001,2010-01-01,17,33,32,TX
"Andrews County, TX",48003,1981-01-01,6,6,3,TX
"Andrews County, TX",48003,1982-01-01,0,0,2,TX
"Andrews County, TX",48003,1983-01-01,7,2,0,TX
"Andrews County, TX",48003,1984-01-01,0,0,0,TX
"Andrews County, TX",48003,1985-01-01,0,0,2,TX
"Andrews County, TX",48003,1986-01-01,0,0,0,TX
"Andrews County, TX",48003,1987-01-01,0,3,3,TX
"Andrews County, TX",48003,1988-01-01,0,0,2,TX
"Andrews County, TX",48003,1989-01-01,6,2,6,TX
"Andrews County, TX",48003,1990-01-01,17,9,8,TX
"Andrews County, TX",48003,1991-01-01,0,0,0,TX
"Andrews County, TX",48003,1992-01-01,0,0,0,TX
"Andrews County, TX",48003,1993-01-01,0,4,5,TX
"Andrews County, TX",48003,1994-01-01,23,18,18,TX
"Andrews County, TX",48003,1995-01-01,7,7,8,TX
"Andrews County, TX",48003,1996-01-01,5,3,3,TX
"Andrews County, TX",48003,1997-01-01,0,2,2,TX
"Andrews County, TX",48003,1998-01-01,23,24,24,TX
"Andrews County, TX",48003,1999-01-01,5,5,7,TX
"Andrews County, TX",48003,2000-01-01,9,4,3,TX
"Andrews County, TX",48003,2001-01-01,9,7,11,TX
"Andrews County, TX",48003,2002-01-01,2,4,5,TX
"Andrews County, TX",48003,2003-01-01,7,9,8,TX
"Andrews County, TX",48003,2004-01-01,4,4,4,TX
"Andrews County, TX",48003,2005-01-01,7,5,5,TX
"Andrews County, TX",48003,2006-01-01,12,7,6,TX
"Andrews County, TX",48003,2007-01-01,0,2,2,TX
"Andrews County, TX",48003,2008-01-01,9,4,4,TX
"Andrews County, TX",48003,2009-01-01,20,22,16,TX
"Andrews County, TX",48003,2010-01-01,8,17,24,TX
"Angelina County, TX",48005,1981-01-01,0,2,7,TX
"Angelina County, TX",48005,1982-01-01,0,0,0,TX
"Angelina County, TX",48005,1983-01-01,0,0,2,TX
"Angelina County, TX",48005,1984-01-01,2,0,0,TX
"Angelina County, TX",48005,1985-01-01,4,0,2,TX
"Angelina County, TX",48005,1986-01-01,3,0,0,TX
"Angelina County, TX",48005,1987-01-01,0,0,2,TX
"Angelina County, TX",48005,1988-01-01,6,2,2,TX
"Angelina County, TX",48005,1989-01-01,0,0,2,TX
"Angelina County, TX",48005,1990-01-01,0,2,2,TX
"Angelina County, TX",48005,1991-01-01,0,0,0,TX
"Angelina County, TX",48005,1992-01-01,0,2,2,TX
"Angelina County, TX",48005,1993-01-01,0,0,0,TX
"Angelina County, TX",48005,1994-01-01,0,2,0,TX
"Angelina County, TX",48005,1995-01-01,0,7,14,TX
"Angelina County, TX",48005,1996-01-01,2,2,2,TX
"Angelina County, TX",48005,1997-01-01,0,0,7,TX
"Angelina County, TX",48005,1998-01-01,31,23,22,TX
"Angelina County, TX",48005,1999-01-01,2,2,0,TX
"Angelina County, TX",48005,2000-01-01,34,6,5,TX
"Angelina County, TX",48005,2001-01-01,0,0,0,TX
"Angelina County, TX",48005,2002-01-01,0,0,2,TX
"Angelina County, TX",48005,2003-01-01,0,4,7,TX
"Angelina County, TX",48005,2004-01-01,0,4,2,TX
"Angelina County, TX",48005,2005-01-01,2,8,9,TX
"Angelina County, TX",48005,2006-01-01,9,14,14,TX
"Angelina County, TX",48005,2007-01-01,0,9,5,TX
"Angelina County, TX",48005,2008-01-01,8,5,3,TX
"Angelina County, TX",48005,2009-01-01,67,34,29,TX
"Angelina County, TX",48005,2010-01-01,33,34,30,TX
"Aransas County, TX",48007,1981-01-01,0,0,0,TX
"Aransas County, TX",48007,1982-01-01,2,0,0,TX
"Aransas County, TX",48007,1983-01-01,2,0,2,TX
"Aransas County, TX",48007,1984-01-01,4,0,0,TX
"Aransas County, TX",48007,1985-01-01,6,2,4,TX
"Aransas County, TX",48007,1986-01-01,4,0,0,TX
"Aransas County, TX",48007,1987-01-01,2,12,13,TX
"Aransas County, TX",48007,1988-01-01,5,5,6,TX
"Aransas County, TX",48007,1989-01-01,4,0,2,TX
"Aransas County, TX",48007,1990-01-01,8,4,0,TX
"Aransas County, TX",48007,1991-01-01,6,4,4,TX
"Aransas County, TX",48007,1992-01-01,3,4,4,TX
"Aransas County, TX",48007,1993-01-01,0,0,0,TX
"Aransas County, TX",48007,1994-01-01,2,3,0,TX
"Aransas County, TX",48007,1995-01-01,12,6,15,TX
"Aransas County, TX",48007,1996-01-01,0,7,9,TX
"Aransas County, TX",48007,1997-01-01,3,8,7,TX
"Aransas County, TX",48007,1998-01-01,18,16,20,TX
"Aransas County, TX",48007,1999-01-01,7,2,2,TX
"Aransas County, TX",48007,2000-01-01,15,6,0,TX
"Aransas County, TX",48007,2001-01-01,2,0,0,TX
"Aransas County, TX",48007,2002-01-01,2,0,0,TX
"Aransas County, TX",48007,2003-01-01,2,3,3,TX
"Aransas County, TX",48007,2004-01-01,3,11,9,TX
"Aransas County, TX",48007,2005-01-01,17,22,34,TX
"Aransas County, TX",48007,2006-01-01,2,8,13,TX
"Aransas County, TX",48007,2007-01-01,2,4,6,TX
"Aransas County, TX",48007,2008-01-01,3,5,4,TX
"Aransas County, TX",48007,2009-01-01,12,2,3,TX
"Aransas County, TX",48007,2010-01-01,10,23,29,TX
"Archer County, TX",48009,1981-01-01,6,7,4,TX
"Archer County, TX",48009,1982-01-01,0,0,0,TX
"Archer County, TX",48009,1983-01-01,7,5,9,TX
"Archer County, TX",48009,1984-01-01,2,0,0,TX
"Archer County, TX",48009,1985-01-01,4,0,0,TX
"Archer County, TX",48009,1986-01-01,10,3,4,TX
"Archer County, TX",48009,1987-01-01,0,3,8,TX
"Archer County, TX",48009,1988-01-01,0,0,3,TX
"Archer County, TX",48009,1989-01-01,2,2,2,TX
"Archer County, TX",48009,1990-01-01,0,0,0,TX
"Archer County, TX",48009,1991-01-01,2,0,0,TX
"Archer County, TX",48009,1992-01-01,0,2,2,TX
"Archer County, TX",48009,1993-01-01,3,5,8,TX
"Archer County, TX",48009,1994-01-01,5,7,7,TX
"Archer County, TX",48009,1995-01-01,2,6,6,TX
"Archer County, TX",48009,1996-01-01,10,6,8,TX
"Archer County, TX",48009,1997-01-01,0,2,2,TX
"Archer County, TX",48009,1998-01-01,24,20,19,TX
"Archer County, TX",48009,1999-01-01,7,10,12,TX
"Archer County, TX",48009,2000-01-01,17,7,4,TX
"Archer County, TX",48009,2001-01-01,13,14,16,TX
"Archer County, TX",48009,2002-01-01,0,0,0,TX
"Archer County, TX",48009,2003-01-01,7,3,5,TX
"Archer County, TX",48009,2004-01-01,0,0,0,TX
"Archer County, TX",48009,2005-01-01,0,2,2,TX
"Archer County, TX",48009,2006-01-01,17,15,17,TX
"Archer County, TX",48009,2007-01-01,0,3,0,TX
"Archer County, TX",48009,2008-01-01,8,5,2,TX
"Archer County, TX",48009,2009-01-01,29,9,7,TX
"Archer County, TX",48009,2010-01-01,11,30,30,TX
"Armstrong County, TX",48011,1981-01-01,7,8,8,TX
"Armstrong County, TX",48011,1982-01-01,0,2,2,TX
"Armstrong County, TX",48011,1983-01-01,6,2,4,TX
"Armstrong County, TX",48011,1984-01-01,0,0,0,TX
"Armstrong County, TX",48011,1985-01-01,0,2,0,TX
"Armstrong County, TX",48011,1986-01-01,8,10,10,TX
"Armstrong County, TX",48011,1987-01-01,0,0,2,TX
"Armstrong County, TX",48011,1988-01-01,0,0,3,TX
"Armstrong County, TX",48011,1989-01-01,2,0,2,TX
"Armstrong County, TX",48011,1990-01-01,15,12,9,TX
"Armstrong County, TX",48011,1991-01-01,0,0,0,TX
"Armstrong County, TX",48011,1992-01-01,2,3,0,TX
"Armstrong County, TX",48011,1993-01-01,0,9,9,TX
"Armstrong County, TX",48011,1994-01-01,15,12,11,TX
"Armstrong County, TX",48011,1995-01-01,7,4,4,TX
"Armstrong County, TX",48011,1996-01-01,9,6,5,TX
"Armstrong County, TX",48011,1997-01-01,0,2,0,TX
"Armstrong County, TX",48011,1998-01-01,22,18,21,TX
"Armstrong County, TX",48011,1999-01-01,0,4,5,TX
"Armstrong County, TX",48011,2000-01-01,11,2,5,TX
"Armstrong County, TX",48011,2001-01-01,14,16,17,TX
"Armstrong County, TX",48011,2002-01-01,0,0,0,TX
"Armstrong County, TX",48011,2003-01-01,12,11,10,TX
"Armstrong County, TX",48011,2004-01-01,0,2,2,TX
"Armstrong County, TX",48011,2005-01-01,0,0,0,TX
"Armstrong County, TX",48011,2006-01-01,13,10,14,TX
"Armstrong County, TX",48011,2007-01-01,0,8,2,TX
"Armstrong County, TX",48011,2008-01-01,5,0,2,TX
"Armstrong County, TX",48011,2009-01-01,23,17,20,TX
"Armstrong County, TX",48011,2010-01-01,8,16,20,TX
"Atascosa County, TX",48013,1981-01-01,0,0,0,TX
"Atascosa County, TX",48013,1982-01-01,0,0,0,TX
"Atascosa County, TX",48013,1983-01-01,0,0,0,TX
"Atascosa County, TX",48013,1984-01-01,6,3,0,TX
"Atascosa County, TX",48013,1985-01-01,6,0,0,TX
"Atascosa County, TX",48013,1986-01-01,9,0,0,TX
"Atascosa County, TX",48013,1987-01-01,0,2,4,TX
"Atascosa County, TX",48013,1988-01-01,0,0,2,TX
"Atascosa County, TX",48013,1989-01-01,15,2,0,TX
"Atascosa County, TX",48013,1990-01-01,8,4,4,TX
"Atascosa County, TX",48013,1991-01-01,2,0,0,TX
"Atascosa County, TX",48013,1992-01-01,0,3,4,TX
"Atascosa County, TX",48013,1993-01-01,0,0,0,TX
"Atascosa County, TX",48013,1994-01-01,4,3,5,TX
"Atascosa County, TX",48013,1995-01-01,9,8,11,TX
"Atascosa County, TX",48013,1996-01-01,6,6,5,TX
"Atascosa County, TX",48013,1997-01-01,0,7,9,TX
"Atascosa County, TX",48013,1998-01-01,31,19,19,TX
"Atascosa County, TX",48013,1999-01-01,3,3,8,TX
"Atascosa County, TX",48013,2000-01-01,13,3,4,TX
"Atascosa County, TX",48013,2001-01-01,4,3,3,TX
"Atascosa County, TX",48013,2002-01-01,3,0,0,TX
"Atascosa County, TX",48013,2003-01-01,4,11,10,TX
"Atascosa County, TX",48013,2004-01-01,3,0,3,TX
"Atascosa County, TX",48013,2005-01-01,13,14,21,TX
"Atascosa County, TX",48013,2006-01-01,2,9,9,TX
"Atascosa County, TX",48013,2007-01-01,0,2,2,TX
"Atascosa County, TX",48013,2008-01-01,6,0,0,TX
"Atascosa County, TX",48013,2009-01-01,36,16,13,TX
"Atascosa County, TX",48013,2010-01-01,5,32,29,TX
"Austin County, TX",48015,1981-01-01,0,4,2,TX
"Austin County, TX",48015,1982-01-01,3,0,0,TX
"Austin County, TX",48015,1983-01-01,0,0,0,TX
"Austin County, TX",48015,1984-01-01,8,0,0,TX
"Austin County, TX",48015,1985-01-01,14,2,2,TX
"Austin County, TX",48015,1986-01-01,12,5,3,TX
"Austin County, TX",48015,1987-01-01,0,4,7,TX
"Austin County, TX",48015,1988-01-01,0,0,7,TX
"Austin County, TX",48015,1989-01-01,0,2,3,TX
"Austin County, TX",48015,1990-01-01,6,4,4,TX
"Austin County, TX",48015,1991-01-01,0,0,0,TX
"Austin County, TX",48015,1992-01-01,0,4,4,TX
"Austin County, TX",48015,1993-01-01,0,0,0,TX
"Austin County, TX",48015,1994-01-01,4,3,0,TX
"Austin County, TX",48015,1995-01-01,3,6,12,TX
"Austin County, TX",48015,1996-01-01,4,2,4,TX
"Austin County, TX",48015,1997-01-01,0,0,2,TX
"Austin County, TX",48015,1998-01-01,30,21,24,TX
"Austin County, TX",48015,1999-01-01,8,4,12,TX
"Austin County, TX",48015,2000-01-01,23,8,6,TX
"Austin County, TX",48015,2001-01-01,0,0,0,TX
"Austin County, TX",48015,2002-01-01,0,0,0,TX
"Austin County, TX",48015,2003-01-01,5,4,3,TX
"Austin County, TX",48015,2004-01-01,0,6,3,TX
"Austin County, TX",48015,2005-01-01,11,10,12,TX
"Austin County, TX",48015,2006-01-01,2,8,5,TX
"Austin County, TX",48015,2007-01-01,0,2,5,TX
"Austin County, TX",48015,2008-01-01,4,5,2,TX
"Austin County, TX",48015,2009-01-01,49,24,19,TX
"Austin County, TX",48015,2010-01-01,11,21,26,TX
"Bailey County, TX",48017,1981-01-01,10,10,13,TX
"Bailey County, TX",48017,1982-01-01,0,0,0,TX
"Bailey County, TX",48017,1983-01-01,6,2,0,TX
"Bailey County, TX",48017,1984-01-01,0,0,0,TX
"Bailey County, TX",48017,1985-01-01,0,2,0,TX
"Bailey County, TX",48017,1986-01-01,4,0,5,TX
"Bailey County, TX",48017,1987-01-01,0,0,0,TX
"Bailey County, TX",48017,1988-01-01,0,0,2,TX
"Bailey County, TX",48017,1989-01-01,4,4,6,TX
"Bailey County, TX",48017,1990-01-01,15,11,9,TX
"Bailey County, TX",48017,1991-01-01,0,2,0,TX
"Bailey County, TX",48017,1992-01-01,2,3,0,TX
"Bailey County, TX",48017,1993-01-01,3,8,7,TX
"Bailey County, TX",48017,1994-01-01,16,16,13,TX
"Bailey County, TX",48017,1995-01-01,7,5,7,TX
"Bailey County, TX",48017,1996-01-01,8,3,7,TX
"Bailey County, TX",48017,1997-01-01,2,0,0,TX
"Bailey County, TX",48017,1998-01-01,22,18,22,TX
"Bailey County, TX",48017,1999-01-01,0,5,7,TX
"Bailey County, TX",48017,2000-01-01,9,8,2,TX
"Bailey County, TX",48017,2001-01-01,5,8,15,TX
"Bailey County, TX",48017,2002-01-01,0,0,2,TX
"Bailey County, TX",48017,2003-01-01,12,14,9,TX
"Bailey County, TX",48017,2004-01-01,2,0,2,TX
"Bailey County, TX",48017,2005-01-01,4,2,2,TX
"Bailey County, TX",48017,2006-01-01,18,15,16,TX
"Bailey County, TX",48017,2007-01-01,2,2,2,TX
"Bailey County, TX",48017,2008-01-01,6,2,0,TX
"Bailey County, TX",48017,2009-01-01,21,19,16,TX
"Bailey County, TX",48017,2010-01-01,6,18,20,TX
"Bandera County, TX",48019,1981-01-01,0,0,0,TX
"Bandera County, TX",48019,1982-01-01,0,0,0,TX
"Bandera County, TX",48019,1983-01-01,0,0,0,TX
"Bandera County, TX",48019,1984-01-01,8,3,2,TX
"Bandera County, TX",48019,1985-01-01,5,0,0,TX
"Bandera County, TX",48019,1986-01-01,11,4,4,TX
"Bandera County, TX",48019,1987-01-01,0,2,2,TX
"Bandera County, TX",48019,1988-01-01,0,0,0,TX
"Bandera County, TX",48019,1989-01-01,10,4,4,TX
"Bandera County, TX",48019,1990-01-01,7,2,4,TX
"Bandera County, TX",48019,1991-01-01,0,2,0,TX
"Bandera County, TX",48019,1992-01-01,0,3,2,TX
"Bandera County, TX",48019,1993-01-01,2,0,0,TX
"Bandera County, TX",48019,1994-01-01,4,5,6,TX
"Bandera County, TX",48019,1995-01-01,8,4,6,TX
"Bandera County, TX",48019,1996-01-01,8,8,8,TX
"Bandera County, TX",48019,1997-01-01,0,4,4,TX
"Bandera County, TX",48019,1998-01-01,25,17,20,TX
"Bandera County, TX",48019,1999-01-01,5,10,8,TX
"Bandera County, TX",48019,2000-01-01,15,6,7,TX
"Bandera County, TX",48019,2001-01-01,3,0,0,TX
"Bandera County, TX",48019,2002-01-01,2,0,0,TX
"Bandera County, TX",48019,2003-01-01,6,14,10,TX
"Bandera County, TX",48019,2004-01-01,3,0,2,TX
"Bandera County, TX",48019,2005-01-01,10,11,12,TX
"Bandera County, TX",48019,2006-01-01,5,7,8,TX
"Bandera County, TX",48019,2007-01-01,0,2,2,TX
"Bandera County, TX",48019,2008-01-01,4,2,2,TX
"Bandera County, TX",48019,2009-01-01,29,26,26,TX
"Bandera County, TX",48019,2010-01-01,12,35,39,TX
"Bastrop County, TX",48021,1981-01-01,0,0,2,TX
"Bastrop County, TX",48021,1982-01-01,0,0,0,TX
"Bastrop County, TX",48021,1983-01-01,0,0,0,TX
"Bastrop County, TX",48021,1984-01-01,10,2,0,TX
"Bastrop County, TX",48021,1985-01-01,11,0,0,TX
"Bastrop County, TX",48021,1986-01-01,12,4,5,TX
"Bastrop County, TX",48021,1987-01-01,0,0,4,TX
"Bastrop County, TX",48021,1988-01-01,0,0,8,TX
"Bastrop County, TX",48021,1989-01-01,5,2,4,TX
"Bastrop County, TX",48021,1990-01-01,4,5,4,TX
"Bastrop County, TX",48021,1991-01-01,0,0,0,TX
"Bastrop County, TX",48021,1992-01-01,0,0,2,TX
"Bastrop County, TX",48021,1993-01-01,0,0,0,TX
"Bastrop County, TX",48021,1994-01-01,6,7,3,TX
"Bastrop County, TX",48021,1995-01-01,8,9,10,TX
"Bastrop County, TX",48021,1996-01-01,5,0,0,TX
"Bastrop County, TX",48021,1997-01-01,0,6,4,TX
"Bastrop County, TX",48021,1998-01-01,25,19,19,TX
"Bastrop County, TX",48021,1999-01-01,8,5,12,TX
"Bastrop County, TX",48021,2000-01-01,19,9,4,TX
"Bastrop County, TX",48021,2001-01-01,3,0,0,TX
"Bastrop County, TX",48021,2002-01-01,2,0,0,TX
"Bastrop County, TX",48021,2003-01-01,5,6,6,TX
"Bastrop County, TX",48021,2004-01-01,3,2,2,TX
"Bastrop County, TX",48021,2005-01-01,13,13,13,TX
"Bastrop County, TX",48021,2006-01-01,4,6,10,TX
"Bastrop County, TX",48021,2007-01-01,0,4,3,TX
"Bastrop County, TX",48021,2008-01-01,8,5,2,TX
"Bastrop County, TX",48021,2009-01-01,39,20,19,TX
"Bastrop County, TX",48021,2010-01-01,13,32,27,TX
"Baylor County, TX",48023,1981-01-01,6,5,4,TX
"Baylor County, TX",48023,1982-01-01,0,0,0,TX
"Baylor County, TX",48023,1983-01-01,7,5,7,TX
"Baylor County, TX",48023,1984-01-01,0,0,0,TX
"Baylor County, TX",48023,1985-01-01,4,0,0,TX
"Baylor County, TX",48023,1986-01-01,10,4,4,TX
"Baylor County, TX",48023,1987-01-01,0,7,6,TX
"Baylor County, TX",48023,1988-01-01,0,0,2,TX
"Baylor County, TX",48023,1989-01-01,2,2,2,TX
"Baylor County, TX",48023,1990-01-01,0,0,0,TX
"Baylor County, TX",48023,1991-01-01,0,0,0,TX
"Baylor County, TX",48023,1992-01-01,0,2,2,TX
"Baylor County, TX",48023,1993-01-01,3,2,8,TX
"Baylor County, TX",48023,1994-01-01,7,7,7,TX
"Baylor County, TX",48023,1995-01-01,3,8,8,TX
"Baylor County, TX",48023,1996-01-01,11,8,10,TX
"Baylor County, TX",48023,1997-01-01,0,2,5,TX
"Baylor County, TX",48023,1998-01-01,25,21,21,TX
"Baylor County, TX",48023,1999-01-01,7,8,10,TX
"Baylor County, TX",48023,2000-01-01,11,5,4,TX
"Baylor County, TX",48023,2001-01-01,13,15,16,TX
"Baylor County, TX",48023,2002-01-01,0,0,0,TX
"Baylor County, TX",48023,2003-01-01,7,5,5,TX
"Baylor County, TX",48023,2004-01-01,0,0,0,TX
"Baylor County, TX",48023,2005-01-01,0,4,2,TX
"Baylor County, TX",48023,2006-01-01,19,11,15,TX
"Baylor County, TX",48023,2007-01-01,0,3,0,TX
"Baylor County, TX",48023,2008-01-01,8,5,4,TX
"Baylor County, TX",48023,2009-01-01,25,5,8,TX
"Baylor County, TX",48023,2010-01-01,10,31,28,TX
"Bee County, TX",48025,1981-01-01,0,2,0,TX
"Bee County, TX",48025,1982-01-01,0,0,0,TX
"Bee County, TX",48025,1983-01-01,0,0,0,TX
"Bee County, TX",48025,1984-01-01,9,2,0,TX
"Bee County, TX",48025,1985-01-01,5,0,2,TX
"Bee County, TX",48025,1986-01-01,9,0,0,TX
"Bee County, TX",48025,1987-01-01,0,2,2,TX
"Bee County, TX",48025,1988-01-01,0,0,0,TX
"Bee County, TX",48025,1989-01-01,15,0,0,TX
"Bee County, TX",48025,1990-01-01,10,4,4,TX
"Bee County, TX",48025,1991-01-01,0,0,0,TX
"Bee County, TX",48025,1992-01-01,0,4,4,TX
"Bee County, TX",48025,1993-01-01,0,0,0,TX
"Bee County, TX",48025,1994-01-01,5,5,5,TX
"Bee County, TX",48025,1995-01-01,11,10,15,TX
"Bee County, TX",48025,1996-01-01,7,6,5,TX
"Bee County, TX",48025,1997-01-01,3,7,9,TX
"Bee County, TX",48025,1998-01-01,33,20,20,TX
"Bee County, TX",48025,1999-01-01,3,2,2,TX
"Bee County, TX",48025,2000-01-01,16,7,2,TX
"Bee County, TX",48025,2001-01-01,2,3,2,TX
"Bee County, TX",48025,2002-01-01,3,2,0,TX
"Bee County, TX",48025,2003-01-01,2,8,6,TX
"Bee County, TX",48025,2004-01-01,3,0,12,TX
"Bee County, TX",48025,2005-01-01,14,13,21,TX
"Bee County, TX",48025,2006-01-01,2,4,5,TX
"Bee County, TX",48025,2007-01-01,0,2,2,TX
"Bee County, TX",48025,2008-01-01,5,2,7,TX
"Bee County, TX",48025,2009-01-01,36,13,13,TX
"Bee County, TX",48025,2010-01-01,2,21,25,TX
"Bell County, TX",48027,1981-01-01,0,2,2,TX
"Bell County, TX",48027,1982-01-01,0,0,0,TX
"Bell County, TX",48027,1983-01-01,0,0,0,TX
"Bell County, TX",48027,1984-01-01,5,2,2,TX
"Bell County, TX",48027,1985-01-01,8,0,2,TX
"Bell County, TX",48027,1986-01-01,9,7,4,TX
"Bell County, TX",48027,1987-01-01,2,0,4,TX
"Bell County, TX",48027,1988-01-01,0,2,7,TX
"Bell County, TX",48027,1989-01-01,3,2,2,TX
"Bell County, TX",48027,1990-01-01,6,5,3,TX
"Bell County, TX",48027,1991-01-01,0,0,0,TX
"Bell County, TX",48027,1992-01-01,0,0,0,TX
"Bell County, TX",48027,1993-01-01,0,0,4,TX
"Bell County, TX",48027,1994-01-01,7,5,2,TX
"Bell County, TX",48027,1995-01-01,6,4,10,TX
"Bell County, TX",48027,1996-01-01,7,5,3,TX
"Bell County, TX",48027,1997-01-01,0,6,5,TX
"Bell County, TX",48027,1998-01-01,27,16,16,TX
"Bell County, TX",48027,1999-01-01,14,14,14,TX
"Bell County, TX",48027,2000-01-01,19,10,8,TX
"Bell County, TX",48027,2001-01-01,3,0,0,TX
"Bell County, TX",48027,2002-01-01,0,2,0,TX
"Bell County, TX",48027,2003-01-01,6,5,6,TX
"Bell County, TX",48027,2004-01-01,0,0,2,TX
"Bell County, TX",48027,2005-01-01,8,8,5,TX
"Bell County, TX",48027,2006-01-01,7,12,13,TX
"Bell County, TX",48027,2007-01-01,0,2,2,TX
"Bell County, TX",48027,2008-01-01,0,4,3,TX
"Bell County, TX",48027,2009-01-01,41,24,19,TX
"Bell County, TX",48027,2010-01-01,13,36,33,TX
"Bexar County, TX",48029,1981-01-01,0,0,0,TX
"Bexar County, TX",48029,1982-01-01,0,0,0,TX
"Bexar County, TX",48029,1983-01-01,0,0,0,TX
"Bexar County, TX",48029,1984-01-01,6,3,0,TX
"Bexar County, TX",48029,1985-01-01,8,0,0,TX
"Bexar County, TX",48029,1986-01-01,9,2,2,TX
"Bexar County, TX",48029,1987-01-01,0,0,2,TX
"Bexar County, TX",48029,1988-01-01,0,0,0,TX
"Bexar County, TX",48029,1989-01-01,10,0,0,TX
"Bexar County, TX",48029,1990-01-01,12,4,4,TX
"Bexar County, TX",48029,1991-01-01,0,0,0,TX
"Bexar County, TX",48029,1992-01-01,0,3,3,TX
"Bexar County, TX",48029,1993-01-01,0,0,0,TX
"Bexar County, TX",48029,1994-01-01,4,7,5,TX
"Bexar County, TX",48029,1995-01-01,8,7,9,TX
"Bexar County, TX",48029,1996-01-01,6,4,6,TX
"Bexar County, TX",48029,1997-01-01,0,5,5,TX
"Bexar County, TX",48029,1998-01-01,27,17,19,TX
"Bexar County, TX",48029,1999-01-01,4,5,10,TX
"Bexar County, TX",48029,2000-01-01,13,7,2,TX
"Bexar County, TX",48029,2001-01-01,3,0,0,TX
"Bexar County, TX",48029,2002-01-01,2,0,0,TX
"Bexar County, TX",48029,2003-01-01,2,10,6,TX
"Bexar County, TX",48029,2004-01-01,3,0,0,TX
"Bexar County, TX",48029,2005-01-01,12,13,14,TX
"Bexar County, TX",48029,2006-01-01,5,9,11,TX
"Bexar County, TX",48029,2007-01-01,0,2,2,TX
"Bexar County, TX",48029,2008-01-01,7,2,2,TX
"Bexar County, TX",48029,2009-01-01,36,23,18,TX
"Bexar County, TX",48029,2010-01-01,11,33,36,TX
"Blanco County, TX",48031,1981-01-01,0,0,2,TX
"Blanco County, TX",48031,1982-01-01,0,0,0,TX
"Blanco County, TX",48031,1983-01-01,0,0,0,TX
"Blanco County, TX",48031,1984-01-01,10,3,5,TX
"Blanco County, TX",48031,1985-01-01,9,2,0,TX
"Blanco County, TX",48031,1986-01-01,11,4,4,TX
"Blanco County, TX",48031,1987-01-01,0,0,2,TX
"Blanco County, TX",48031,1988-01-01,0,0,0,TX
"Blanco County, TX",48031,1989-01-01,5,3,3,TX
"Blanco County, TX",48031,1990-01-01,11,5,3,TX
"Blanco County, TX",48031,1991-01-01,0,0,0,TX
"Blanco County, TX",48031,1992-01-01,0,0,0,TX
"Blanco County, TX",48031,1993-01-01,0,0,3,TX
"Blanco County, TX",48031,1994-01-01,6,6,5,TX
"Blanco County, TX",48031,1995-01-01,7,5,8,TX
"Blanco County, TX",48031,1996-01-01,9,2,4,TX
"Blanco County, TX",48031,1997-01-01,0,4,4,TX
"Blanco County, TX",48031,1998-01-01,19,18,17,TX
"Blanco County, TX",48031,1999-01-01,13,13,16,TX
"Blanco County, TX",48031,2000-01-01,16,10,8,TX
"Blanco County, TX",48031,2001-01-01,3,0,0,TX
"Blanco County, TX",48031,2002-01-01,0,0,0,TX
"Blanco County, TX",48031,2003-01-01,4,10,8,TX
"Blanco County, TX",48031,2004-01-01,4,2,2,TX
"Blanco County, TX",48031,2005-01-01,12,13,10,TX
"Blanco County, TX",48031,2006-01-01,6,13,12,TX
"Blanco County, TX",48031,2007-01-01,0,2,0,TX
"Blanco County, TX",48031,2008-01-01,2,6,2,TX
"Blanco County, TX",48031,2009-01-01,37,26,25,TX
"Blanco County, TX",48031,2010-01-01,14,35,38,TX
"Borden County, TX",48033,1981-01-01,2,7,3,TX
