fips,total_pop_age_sex,median_age,sex_ratio_males,under_18_percent,over_18_percent,over_65_percent,county,state,total_hh,median_hh_income,mean_hh_income,total_families,median_family_income,mean_family_income,tot_pop_race_ethnicity,tot_white,tot_black_af_am,tot_aminalnat,tot_asian,tot_hawopi,total_pop_poverty,pop_below_poverty,percent_below_poverty,smoking_ban_2010,asian_2019,avg_family_size_2019,black_2019,hispanic_2019,household_has_broadband_2019,household_has_computer_2019,household_has_smartphone_2019,households_2019,households_speak_limited_english_2019,housing_mobile_homes_2019,hs_grad_2019,median_household_income_2019,median_individual_income_2019,native_2019,other_single_race_2019,pac_isl_2019,persons_per_household_2019,pop_2019,unemployment_rate_2019,uninsured_2019,veterans_2019,white_2019,white_not_hispanic_2019,rural_urban_continuum_code_2013,Metro2013,retirement_destination_2015_update,metro_adjacent_2013,average_2011_upper_bound_pct_obesity,FIPS,heart_disease_prev_100K
48447,1436.0,52.3,84.6,16.0,84.0,28.0,Throckmorton County, Texas,668.0,40000.0,61731.0,424.0,59853.0,79028.0,1436.0,1404.0,14.0,0.0,0.0,0.0,1432.0,241.0,16.8,none,0.0,2.73,1.0,13.2,71.6,63.3,69.6,668.0,0.3,27.1,86.6,40000.0,26167.0,0.0,0.3,0.0,2.14,1436.0,5.8,15.9,7.9,97.8,84.8,9.0,0.0,0.0,0.0,45.260000000000005,48447,61.83370886486833
48449,32640.0,34.1,96.9,28.9,71.1,14.0,Titus County, Texas,10893.0,50196.0,62814.0,8437.0,54719.0,67867.0,32640.0,22968.0,2926.0,289.0,357.0,12.0,32241.0,5700.0,17.7,none,1.1,3.42,9.0,43.0,73.9,57.9,74.9,10893.0,6.8,33.0,76.7,50196.0,25174.0,0.9,16.4,0.0,2.98,32640.0,3.6,18.1,7.5,70.4,45.2,7.0,0.0,0.0,0.0,44.99,48449,68.80446014707613
48451,117986.0,34.1,99.0,23.8,76.2,15.1,Tom Green County, Texas,43314.0,53903.0,75019.0,27669.0,68942.0,89232.0,117986.0,102396.0,5015.0,467.0,1524.0,79.0,112042.0,15164.0,13.5,none,1.3,3.25,4.3,39.9,78.1,71.7,78.0,43314.0,3.5,36.5,86.3,53903.0,27568.0,0.4,5.2,0.1,2.58,117986.0,3.4,13.7,10.7,86.8,53.3,3.0,1.0,0.0,0.0,41.78,48451,61.98923048016552
48453,1226805.0,34.2,102.1,22.0,78.0,9.5,Travis County, Texas,472361.0,75887.0,108994.0,269295.0,96847.0,132559.0,1226805.0,889046.0,101955.0,7716.0,82257.0,650.0,1201757.0,143785.0,12.0,none,6.7,3.25,8.3,33.8,88.2,85.9,88.4,472361.0,6.0,47.6,89.3,75887.0,39860.0,0.6,8.2,0.1,2.54,1226805.0,3.5,13.1,5.4,72.5,49.0,1.0,1.0,0.0,0.0,34.44,48453,52.34542399577066
48455,14620.0,48.6,92.4,20.4,79.6,26.2,Trinity County, Texas,6030.0,41357.0,58110.0,4118.0,50823.0,68242.0,14620.0,12557.0,1454.0,18.0,5.0,0.0,14449.0,2244.0,15.5,none,0.0,2.92,9.9,10.0,65.2,57.4,70.9,6030.0,1.2,22.6,83.1,41357.0,23576.0,0.1,2.1,0.0,2.4,14620.0,7.9,19.9,13.2,85.9,78.4,7.0,0.0,0.0,0.0,47.375,48455,63.6965134797444
48457,21518.0,42.4,119.1,19.3,80.7,21.6,Tyler County, Texas,7100.0,44497.0,56879.0,4774.0,60565.0,68266.0,21518.0,18209.0,2305.0,23.0,70.0,0.0,18844.0,3114.0,16.5,none,0.3,3.27,10.7,7.7,68.5,60.0,69.2,7100.0,0.1,16.0,82.0,44497.0,22214.0,0.1,1.9,0.0,2.66,21518.0,12.7,16.9,10.0,84.6,79.0,6.0,0.0,0.0,1.0,45.8,48457,69.09427734707293
48459,41018.0,41.4,96.5,23.9,76.1,17.9,Upshur County, Texas,14108.0,52162.0,68387.0,10041.0,64243.0,78263.0,41018.0,35529.0,3370.0,210.0,128.0,0.0,40377.0,6471.0,16.0,comprehensive,0.3,3.45,8.2,8.6,78.9,69.3,75.0,14108.0,1.3,21.2,85.8,52162.0,26279.0,0.5,2.4,0.0,2.87,41018.0,5.0,16.7,8.6,86.6,80.4,3.0,1.0,1.0,0.0,45.605,48459,66.86013676751799
48461,3659.0,39.6,108.1,26.2,73.8,16.7,Upton County, Texas,1332.0,52171.0,65771.0,863.0,71679.0,82534.0,3659.0,1648.0,220.0,21.0,26.0,0.0,3591.0,505.0,14.1,none,0.7,3.5,6.0,53.7,49.8,54.2,70.6,1332.0,10.4,27.0,75.6,52171.0,28795.0,0.6,47.6,0.0,2.7,3659.0,5.7,11.2,6.5,45.0,39.1,8.0,0.0,0.0,1.0,45.305,48461,69.81876937956426
48463,26920.0,33.7,96.0,27.1,72.9,16.7,Uvalde County, Texas,8841.0,41679.0,56889.0,6163.0,51662.0,66382.0,26920.0,25125.0,170.0,101.0,266.0,17.0,26410.0,4737.0,17.9,none,1.0,3.67,0.6,71.7,65.2,61.8,68.1,8841.0,9.8,26.7,75.8,41679.0,21037.0,0.4,3.9,0.1,2.99,26920.0,4.9,17.3,7.9,93.3,26.2,6.0,0.0,0.0,1.0,46.46,48463,54.72010735192988
48465,48969.0,31.8,104.3,28.5,71.5,14.1,Val Verde County, Texas,15779.0,46147.0,62498.0,11704.0,50597.0,67617.0,48969.0,45407.0,706.0,179.0,369.0,12.0,46976.0,9536.0,20.3,none,0.8,3.58,1.4,82.0,67.6,60.9,77.1,15779.0,12.3,36.5,68.2,46147.0,21541.0,0.4,3.8,0.0,2.98,48969.0,3.9,18.0,8.8,92.7,15.3,5.0,0.0,0.0,0.0,46.760000000000005,48465,58.76841702842136
48467,55103.0,42.8,96.6,23.2,76.8,20.0,Van Zandt County, Texas,20156.0,54654.0,74068.0,14699.0,64004.0,84423.0,55103.0,51331.0,1543.0,283.0,271.0,48.0,54084.0,7377.0,13.6,none,0.5,3.15,2.8,10.9,71.4,69.0,75.0,20156.0,2.1,22.0,84.6,54654.0,26570.0,0.5,1.1,0.1,2.7,55103.0,4.4,18.1,8.8,93.2,83.7,6.0,0.0,0.0,1.0,45.835,48467,70.63451449851055
48469,92109.0,35.9,95.8,25.5,74.5,15.8,Victoria County, Texas,32255.0,56834.0,78901.0,22412.0,68569.0,87603.0,92109.0,80546.0,5488.0,228.0,1067.0,71.0,90586.0,13620.0,15.0,none,1.2,3.37,6.0,46.9,70.7,65.3,78.8,32255.0,2.9,33.8,83.8,56834.0,27297.0,0.2,2.7,0.1,2.82,92109.0,5.6,16.8,8.2,87.4,44.7,3.0,1.0,0.0,0.0,42.21,48469,62.26152190189721
48471,72321.0,35.3,140.2,14.9,85.1,12.7,Walker County, Texas,21963.0,43742.0,57798.0,13125.0,64925.0,75193.0,72321.0,52800.0,16780.0,315.0,920.0,14.0,55013.0,12325.0,22.4,none,1.3,3.1,23.2,17.9,80.8,75.8,84.5,21963.0,2.7,48.6,86.0,43742.0,26411.0,0.4,0.6,0.0,2.5,72321.0,3.0,13.3,8.0,73.0,56.4,4.0,0.0,0.0,1.0,45.805,48471,58.71697438021111
48473,51832.0,28.9,99.4,24.2,75.8,11.6,Waller County, Texas,15171.0,59642.0,81912.0,10851.0,73884.0,93770.0,51832.0,30096.0,12911.0,449.0,530.0,25.0,47386.0,7827.0,16.5,none,1.0,3.67,24.9,30.1,70.6,68.5,82.3,15171.0,6.9,31.7,82.5,59642.0,25613.0,0.9,13.5,0.0,3.11,51832.0,4.1,20.3,4.7,58.1,42.9,1.0,1.0,1.0,0.0,47.445,48473,62.57881234352893
48475,11658.0,33.9,99.4,27.6,72.4,13.8,Ward County, Texas,3978.0,62986.0,73249.0,2822.0,68491.0,80844.0,11658.0,10052.0,469.0,172.0,111.0,0.0,11552.0,1446.0,12.5,partial,1.0,3.51,4.0,53.7,71.8,65.9,76.8,3978.0,7.6,28.5,78.6,62986.0,31467.0,1.5,5.8,0.0,2.9,11658.0,5.0,19.1,6.1,86.2,40.0,6.0,0.0,0.0,1.0,48.03,48475,63.75945994066525
48477,35163.0,41.5,96.7,21.9,78.1,21.0,Washington County, Texas,12625.0,54971.0,84243.0,8599.0,70543.0,98609.0,35163.0,27569.0,5805.0,88.0,582.0,38.0,32923.0,3959.0,12.0,none,1.7,3.23,16.5,16.1,73.6,66.2,70.2,12625.0,2.1,25.9,86.7,54971.0,28376.0,0.3,1.2,0.1,2.6,35163.0,4.9,11.6,7.8,78.4,64.0,6.0,0.0,1.0,1.0,44.44,48477,59.24236187275775
48479,273526.0,28.8,96.0,33.2,66.8,9.2,Webb County, Texas,74789.0,46475.0,63769.0,59936.0,49968.0,68110.0,273526.0,262244.0,1215.0,580.0,1387.0,31.0,270104.0,74264.0,27.5,none,0.5,4.13,0.4,95.5,66.9,60.1,73.6,74789.0,25.3,37.8,67.6,46475.0,21894.0,0.2,2.4,0.0,3.61,273526.0,4.1,27.7,2.7,95.9,3.5,2.0,1.0,0.0,0.0,49.335,48479,56.03290795340988
48481,41577.0,37.3,96.5,26.0,74.0,16.6,Wharton County, Texas,15199.0,48310.0,67704.0,10555.0,61433.0,79580.0,41577.0,33504.0,5944.0,25.0,142.0,0.0,40992.0,7212.0,17.6,none,0.3,3.34,14.3,41.4,69.8,58.4,72.0,15199.0,5.4,33.0,78.3,48310.0,26008.0,0.1,3.7,0.0,2.7,41577.0,5.0,18.8,6.0,80.6,44.5,4.0,0.0,0.0,1.0,47.215,48481,63.559351011934815
48483,5338.0,39.6,105.9,25.6,74.4,19.2,Wheeler County, Texas,2183.0,49315.0,65413.0,1518.0,55769.0,74339.0,5338.0,4678.0,171.0,15.0,3.0,0.0,5275.0,965.0,18.3,none,0.1,2.89,3.2,26.0,72.8,68.5,81.9,2183.0,5.0,33.4,80.2,49315.0,27031.0,0.3,4.9,0.0,2.42,5338.0,4.8,19.1,6.5,87.6,68.5,9.0,0.0,0.0,0.0,42.125,48483,61.32347970284366
48485,131596.0,34.5,108.2,22.4,77.6,14.5,Wichita County, Texas,48356.0,48650.0,63778.0,30464.0,63857.0,77992.0,131596.0,103920.0,13623.0,1307.0,3109.0,105.0,116584.0,19693.0,16.9,none,2.4,3.03,10.4,19.2,77.4,69.6,79.4,48356.0,2.4,39.7,86.6,48650.0,25448.0,1.0,3.8,0.1,2.41,131596.0,4.2,14.1,11.6,79.0,65.3,3.0,1.0,0.0,0.0,41.09,48485,69.48373953218099
48487,12833.0,39.4,95.4,22.4,77.6,18.5,Wilbarger County, Texas,5180.0,45302.0,59547.0,3252.0,54840.0,66778.0,12833.0,10017.0,1291.0,194.0,121.0,0.0,12447.0,2390.0,19.2,none,0.9,2.91,10.1,29.1,65.6,62.7,74.1,5180.0,2.7,39.3,77.2,45302.0,24911.0,1.5,7.3,0.0,2.34,12833.0,4.1,14.7,6.9,78.1,58.1,6.0,0.0,0.0,1.0,45.695,48487,75.63493770547002
48489,21588.0,33.0,117.5,24.1,75.9,13.7,Willacy County, Texas,5782.0,35521.0,47742.0,4524.0,39966.0,50842.0,21588.0,20975.0,138.0,144.0,0.0,0.0,20275.0,5468.0,27.0,none,0.0,4.08,0.6,88.2,60.2,52.8,76.0,5782.0,14.4,29.5,65.7,35521.0,16793.0,0.7,1.3,0.0,3.52,21588.0,12.4,27.6,3.5,97.2,11.2,6.0,0.0,0.0,1.0,53.445,48489,54.89308289267488
48491,547604.0,36.3,96.9,26.0,74.0,11.8,Williamson County, Texas,180160.0,87337.0,105671.0,129957.0,100844.0,118126.0,547604.0,436477.0,35054.0,1520.0,37395.0,413.0,542471.0,34818.0,6.4,comprehensive,6.8,3.55,6.4,24.4,92.6,89.3,88.9,180160.0,2.9,31.6,93.2,87337.0,39583.0,0.3,2.5,0.1,3.02,547604.0,4.2,9.3,8.6,79.7,59.4,1.0,1.0,1.0,0.0,37.05,48491,53.896104186782495
48493,49173.0,40.2,101.1,24.5,75.5,15.4,Wilson County, Texas,15733.0,76692.0,96088.0,12511.0,88764.0,107164.0,49173.0,45548.0,690.0,182.0,173.0,40.0,48484.0,4652.0,9.6,none,0.4,3.47,1.4,39.7,82.7,74.9,86.1,15733.0,3.5,15.6,87.6,76692.0,32643.0,0.4,1.9,0.1,3.09,49173.0,4.7,12.9,12.4,92.6,57.0,1.0,1.0,1.0,0.0,43.64,48493,58.73283476924308
48495,7867.0,33.1,106.1,29.9,70.1,11.5,Winkler County, Texas,2619.0,60366.0,71503.0,1852.0,62958.0,75730.0,7867.0,6909.0,393.0,114.0,0.0,0.0,7767.0,1167.0,15.0,none,0.0,3.63,5.0,61.0,73.3,64.3,77.5,2619.0,9.7,20.4,69.2,60366.0,28788.0,1.4,2.2,0.0,2.97,7867.0,3.4,20.7,5.5,87.8,35.1,6.0,0.0,0.0,1.0,49.36,48495,68.4498617656689
48497,66290.0,38.3,101.6,24.8,75.2,14.9,Wise County, Texas,22369.0,64536.0,82046.0,16853.0,75083.0,92228.0,66290.0,61993.0,948.0,301.0,338.0,132.0,65110.0,6983.0,10.7,none,0.5,3.39,1.4,19.3,77.5,73.3,83.6,22369.0,4.3,22.1,85.3,64536.0,29858.0,0.5,1.6,0.2,2.92,66290.0,4.0,17.9,9.7,93.5,76.8,1.0,1.0,1.0,0.0,44.505,48497,68.05167488246518
48499,44366.0,47.9,98.9,19.4,80.6,26.7,Wood County, Texas,16510.0,53394.0,70971.0,11642.0,64187.0,83430.0,44366.0,39622.0,2224.0,397.0,286.0,37.0,42759.0,6257.0,14.6,comprehensive,0.6,3.13,5.0,10.0,77.5,73.2,75.0,16510.0,1.1,19.8,84.7,53394.0,25192.0,0.9,2.6,0.1,2.59,44366.0,5.4,13.1,11.6,89.3,82.5,6.0,0.0,1.0,1.0,44.98,48499,67.04172083413498
48501,8631.0,30.3,107.9,33.0,67.0,11.5,Yoakum County, Texas,2617.0,70005.0,80243.0,1985.0,73576.0,91951.0,8631.0,8311.0,38.0,15.0,4.0,0.0,8631.0,726.0,8.4,none,0.0,3.96,0.4,66.5,75.0,58.7,86.1,2617.0,15.2,22.0,63.5,70005.0,34598.0,0.2,1.6,0.0,3.3,8631.0,4.6,27.9,2.7,96.3,31.8,7.0,0.0,0.0,0.0,46.915000000000006,48501,56.44708752802909
48503,18036.0,41.1,95.0,24.3,75.7,20.4,Young County, Texas,7307.0,50635.0,67391.0,5178.0,66381.0,80689.0,18036.0,17264.0,379.0,134.0,48.0,0.0,17715.0,2183.0,12.3,none,0.3,2.86,2.1,18.7,75.0,65.1,76.7,7307.0,7.0,24.4,83.0,50635.0,27199.0,0.7,0.8,0.0,2.43,18036.0,3.8,19.4,8.9,95.7,77.9,7.0,0.0,0.0,0.0,44.150000000000006,48503,65.10693417715055
48505,14304.0,29.5,98.4,33.5,66.5,13.8,Zapata County, Texas,4503.0,33952.0,60551.0,3284.0,42396.0,72069.0,14304.0,13405.0,0.0,0.0,112.0,0.0,14149.0,4888.0,34.5,none,0.8,3.77,0.0,94.4,58.6,44.9,75.7,4503.0,29.2,25.2,61.9,33952.0,17256.0,0.0,5.1,0.0,3.17,14304.0,9.8,28.5,4.3,93.7,4.6,6.0,0.0,0.0,1.0,54.620000000000005,48505,51.92844390159637
48507,12039.0,32.9,106.9,29.5,70.5,13.8,Zavala County, Texas,3571.0,34459.0,41014.0,2881.0,36275.0,44519.0,12039.0,11469.0,40.0,0.0,11.0,0.0,11875.0,4011.0,33.8,none,0.1,3.75,0.3,93.9,52.4,41.5,62.2,3571.0,12.0,28.0,66.9,34459.0,15223.0,0.0,3.6,0.0,3.33,12039.0,7.2,16.0,4.5,95.3,5.1,7.0,0.0,0.0,0.0,50.93,48507,59.65349275995408
