fips,percent_below_poverty,smoking_ban_2010,unemployment_rate_2019,average_2011_upper_bound_pct_obesity,rural_urban_continuum_code_2013,labels_small
17099,13.4,comprehensive,5.3,42.18,4.0,0
17101,16.2,none,6.1,47.32,7.0,1
17103,12.5,none,3.2,41.545,6.0,3
17105,15.0,none,4.9,45.6,4.0,3
17107,9.3,none,5.0,46.425,6.0,3
17109,21.9,comprehensive,7.7,41.575,5.0,0
17111,7.0,partial,3.6,37.495000000000005,1.0,2
17113,14.9,none,2.9,40.54,3.0,3
17115,17.0,none,7.3,44.925,3.0,3
17117,13.9,comprehensive,5.6,44.425,1.0,0
17119,13.2,comprehensive,5.7,40.715,1.0,0
17121,17.7,none,9.3,45.105,4.0,1
17123,10.6,partial,5.2,42.04,2.0,2
17125,14.3,comprehensive,6.1,44.620000000000005,6.0,0
17127,16.7,comprehensive,4.0,45.49,7.0,0
17129,9.3,comprehensive,4.1,43.365,3.0,0
17131,9.6,comprehensive,4.2,43.150000000000006,2.0,0
17133,4.1,none,2.9,41.535,1.0,3
17135,16.6,none,4.5,43.53,6.0,3
17137,14.2,partial,5.5,44.145,4.0,2
17139,7.2,comprehensive,3.4,45.25,6.0,0
17141,9.5,comprehensive,5.2,41.305,4.0,0
17143,15.6,comprehensive,6.9,39.65,2.0,0
17145,16.1,none,5.3,45.6,6.0,3
17147,5.2,comprehensive,4.5,41.765,3.0,0
17149,13.8,none,5.3,42.765,7.0,3
17151,15.3,comprehensive,17.3,44.26,8.0,1
17153,20.5,none,9.0,49.355,8.0,1
17155,8.5,comprehensive,2.3,43.12,8.0,0
17157,12.7,none,4.6,46.7,6.0,3
17159,14.7,partial,6.0,43.485,7.0,2
17161,14.0,none,5.3,41.315,2.0,3
17163,14.8,none,6.1,44.43,1.0,3
17165,21.1,none,6.9,45.605,6.0,1
17167,14.5,comprehensive,5.4,40.79,3.0,0
17169,19.0,comprehensive,6.1,43.265,7.0,0
17171,13.0,none,5.7,42.87,9.0,3
17173,10.8,comprehensive,3.6,42.54,6.0,0
17175,15.5,comprehensive,2.4,42.92,2.0,0
17177,13.6,comprehensive,6.6,42.395,4.0,0
17179,8.3,none,4.2,41.13,2.0,3
17181,18.0,none,6.2,45.44,6.0,1
17183,18.9,comprehensive,6.4,44.915,3.0,0
17185,12.0,comprehensive,2.6,44.515,7.0,0
17187,12.9,none,7.6,43.75,6.0,3
17189,7.1,none,4.3,44.225,6.0,3
17191,13.3,none,2.6,45.75,7.0,3
17193,14.0,comprehensive,6.7,45.13,6.0,0
17195,10.7,comprehensive,3.9,41.165,4.0,0
17197,6.7,comprehensive,4.3,41.695,1.0,0
17199,13.9,comprehensive,5.2,43.345,3.0,0
17201,15.6,none,7.5,41.18,2.0,3
17203,7.0,none,3.6,40.58,2.0,3
18001,16.8,comprehensive,2.8,44.675,6.0,0
18003,13.3,none,4.5,42.525000000000006,2.0,3
18005,13.4,none,4.0,40.935,3.0,3
18007,13.5,none,3.1,42.575,3.0,3
18009,12.8,none,5.4,44.88,6.0,3
18011,6.0,none,2.0,38.095,1.0,3
18013,9.0,none,4.9,41.94,1.0,3
18015,9.6,none,2.1,44.24,3.0,3
18017,14.6,none,4.6,46.21,4.0,3
18019,10.1,partial,4.8,42.615,1.0,2
18021,12.6,none,4.3,46.16,3.0,3
18023,12.5,comprehensive,3.4,44.875,6.0,0
18025,17.9,none,3.8,46.010000000000005,8.0,3
18027,11.9,none,2.9,47.135000000000005,7.0,3
18029,9.1,none,3.0,42.475,1.0,3
18031,11.5,none,3.2,42.985,6.0,3
18033,11.3,none,2.9,41.655,4.0,3
18035,21.9,comprehensive,5.4,45.035,3.0,0
18037,9.0,none,1.9,41.865,5.0,3
18039,12.4,none,3.9,41.81,3.0,3
18041,19.0,none,4.2,47.305,6.0,3
18043,9.8,comprehensive,3.6,41.52,1.0,0
18045,11.1,none,3.6,43.06,6.0,3
18047,9.1,partial,2.5,42.06999999999999,6.0,2
18049,12.4,none,4.5,44.445,7.0,3
18051,9.3,none,2.6,42.46,6.0,3
18053,18.0,comprehensive,6.5,44.85,4.0,0
18055,14.3,comprehensive,4.5,43.175,6.0,0
18057,4.6,none,2.4,32.665,1.0,3
18059,6.7,none,1.8,40.78,1.0,3
18061,11.0,none,4.5,42.69,1.0,3
18063,5.0,none,3.4,41.32,1.0,3
18065,15.1,none,4.9,45.13,4.0,3
18067,14.9,none,4.8,45.47,3.0,3
18069,10.9,none,2.2,46.51,6.0,3
18071,14.6,comprehensive,4.2,42.06,4.0,0
18073,8.2,none,3.2,43.655,1.0,3
18075,14.1,none,3.2,46.17,6.0,3
18077,13.5,none,3.6,42.745000000000005,6.0,3
18079,10.9,none,2.3,43.245,6.0,3
18081,7.4,none,3.2,41.42,1.0,3
18083,15.5,none,3.5,43.79,5.0,3
18085,9.8,none,3.1,42.760000000000005,4.0,3
18087,6.4,none,1.3,48.355,6.0,3
18089,15.6,comprehensive,6.5,44.485,1.0,0
18091,15.2,none,6.0,45.015,3.0,3
18093,12.4,none,3.8,43.05,6.0,3
18095,16.5,comprehensive,5.3,47.235,1.0,0
18097,17.8,none,5.7,40.455,1.0,3
18099,13.0,partial,4.6,42.655,6.0,2
18101,11.7,none,1.9,44.86,7.0,3
18103,15.3,none,4.5,46.03,6.0,3
18105,23.5,none,4.6,36.995000000000005,3.0,3
18107,11.4,none,3.3,43.13,6.0,3
18109,10.5,partial,4.5,44.355,1.0,2
18111,12.8,none,8.0,45.870000000000005,1.0,3
18113,7.4,none,2.9,43.7,6.0,3
18115,7.1,comprehensive,1.9,43.6,1.0,0
18117,14.8,none,3.6,44.535,6.0,3
18119,15.4,none,4.8,45.675,3.0,3
18121,14.5,none,5.4,46.27,6.0,3
18123,11.9,none,2.8,43.395,6.0,3
18125,11.7,none,4.0,44.895,8.0,3
18127,9.9,none,4.0,41.765,1.0,3
18129,8.9,none,3.9,42.91,2.0,3
18131,12.2,none,7.0,44.32,6.0,3
18133,11.3,comprehensive,3.0,44.87,1.0,0
18135,14.7,none,5.1,45.04,6.0,3
18137,11.9,none,4.4,41.43,6.0,3
18139,14.5,none,4.4,43.585,6.0,3
18141,15.5,none,4.2,41.325,2.0,3
18143,14.9,none,4.8,45.5,1.0,3
18145,11.3,comprehensive,3.4,44.620000000000005,1.0,0
18147,9.3,none,2.1,42.1,8.0,3
18149,14.8,none,4.7,46.765,6.0,3
18151,9.3,comprehensive,2.6,43.13,7.0,0
18153,12.0,none,4.3,46.18,3.0,3
18155,19.0,none,5.5,46.535,8.0,1
18157,18.7,none,3.8,38.73,3.0,3
18159,8.5,none,3.2,43.18,6.0,3
18161,7.4,none,1.3,42.23,1.0,3
18163,16.7,none,4.6,41.655,2.0,3
18165,14.9,none,5.5,44.105,3.0,3
18167,19.1,none,6.3,44.28,3.0,3
18169,11.5,comprehensive,4.7,45.655,6.0,0
18171,11.8,none,4.0,44.21,8.0,3
18173,6.9,none,2.9,40.395,2.0,3
18175,11.9,none,5.0,44.36,1.0,3
18177,16.4,none,4.8,42.17,5.0,3
18179,8.4,none,2.9,43.515,2.0,3
18181,9.2,comprehensive,3.5,44.155,6.0,0
18183,9.7,none,3.7,45.01,2.0,3
19001,10.9,comprehensive,2.8,41.515,8.0,0
19003,14.1,comprehensive,4.3,42.79,9.0,0
19005,11.0,comprehensive,3.1,41.405,6.0,0
19007,17.7,comprehensive,6.8,43.620000000000005,7.0,0
19009,11.7,comprehensive,1.7,43.395,8.0,0
19011,8.8,none,2.8,43.92,2.0,3
19013,15.8,comprehensive,3.7,39.735,3.0,0
19015,7.6,none,2.4,44.18,6.0,3
19017,7.4,comprehensive,2.2,39.07,3.0,0
19019,8.7,none,1.7,42.31,6.0,3
19021,12.9,comprehensive,5.1,42.595,7.0,0
19023,10.3,comprehensive,2.6,40.065,8.0,0
19025,12.6,comprehensive,2.3,42.065,9.0,0
19027,8.6,none,2.1,41.66,7.0,3
19029,13.8,none,2.1,43.63,6.0,3
19031,6.9,comprehensive,3.0,44.505,6.0,0
19033,10.1,comprehensive,3.9,39.35,5.0,0
19035,11.1,none,3.4,41.58,6.0,3
19037,6.7,comprehensive,1.5,42.005,6.0,0
19039,12.9,none,2.1,43.365,6.0,3
19041,10.9,none,4.5,39.685,7.0,3
19043,11.5,comprehensive,1.9,41.16,8.0,0
19045,13.1,comprehensive,4.4,42.135,4.0,0
19047,17.7,none,5.9,43.86,7.0,3
19049,5.2,none,2.1,41.395,2.0,3
19051,9.9,partial,3.5,44.08,9.0,2
19053,18.4,none,3.8,42.025000000000006,9.0,3
19055,9.2,comprehensive,1.5,43.355,6.0,0
19057,16.1,comprehensive,4.7,42.78,5.0,0
19059,8.2,none,1.6,39.13,7.0,3
19061,11.4,comprehensive,3.2,38.735,3.0,0
19063,12.4,none,2.7,43.28,7.0,3
19065,11.4,none,2.5,43.36,6.0,3
19067,14.5,comprehensive,2.5,40.605,7.0,0
19069,13.6,partial,3.5,44.26,7.0,2
19071,10.6,none,3.5,43.625,8.0,3
19073,8.3,comprehensive,4.5,44.84,6.0,0
19075,5.6,comprehensive,1.8,40.96,3.0,0
19077,8.7,comprehensive,3.0,41.945,2.0,0
19079,9.8,none,2.4,42.325,6.0,3
19081,10.0,none,1.7,42.365,7.0,3
19083,9.6,none,1.7,42.275000000000006,6.0,3
19085,9.8,none,1.6,42.985,2.0,3
19087,10.7,none,4.8,41.895,6.0,3
19089,9.0,none,1.8,42.42,6.0,3
19091,13.0,comprehensive,3.8,42.8,7.0,0
19093,9.6,comprehensive,1.8,41.55,8.0,0
19095,8.7,comprehensive,1.6,43.305,6.0,0
19097,13.1,comprehensive,3.1,42.425,6.0,0
19099,9.0,none,3.1,44.57,6.0,3
19101,12.1,none,6.9,39.35,7.0,3
19103,18.1,none,3.0,30.385,3.0,3
19105,9.0,none,2.9,41.84,2.0,3
19107,9.9,comprehensive,4.7,42.29,8.0,0
19109,10.9,comprehensive,2.9,41.405,7.0,0
19111,14.2,none,6.2,43.085,5.0,3
19113,10.2,none,3.5,39.315,2.0,3
19115,10.1,none,3.6,47.28,8.0,3
19117,11.8,comprehensive,2.9,44.765,6.0,0
19119,4.6,none,1.4,40.68,8.0,3
19121,5.0,comprehensive,2.8,41.515,2.0,0
19123,13.7,comprehensive,3.5,42.21,7.0,0
19125,7.8,none,2.1,42.25,6.0,3
19127,12.0,partial,4.2,44.425,4.0,2
19129,8.3,comprehensive,3.5,41.085,2.0,0
19131,6.9,comprehensive,1.7,42.15,7.0,0
19133,14.6,comprehensive,3.2,41.595,6.0,0
19135,10.5,none,3.6,42.765,7.0,3
19137,12.0,none,3.9,44.23,6.0,3
19139,9.6,comprehensive,2.7,46.815,4.0,0
19141,10.7,none,1.5,41.49,7.0,3
19143,12.5,comprehensive,2.8,43.290000000000006,7.0,0
19145,11.4,none,4.4,42.915000000000006,6.0,3
19147,6.4,comprehensive,1.6,43.895,7.0,0
19149,9.1,comprehensive,1.4,43.035,3.0,0
19151,10.7,comprehensive,2.5,40.725,9.0,0
19153,10.4,none,3.7,38.625,2.0,3
19155,10.7,comprehensive,3.3,42.51,2.0,0
19157,9.9,comprehensive,4.2,42.365,7.0,0
19159,8.7,comprehensive,4.1,41.31,9.0,0
19161,9.9,comprehensive,2.7,41.56,9.0,0
19163,12.1,none,3.4,39.400000000000006,2.0,3
19165,8.0,comprehensive,1.8,42.975,6.0,0
19167,6.3,partial,2.6,40.59,7.0,2
19169,20.9,comprehensive,3.5,38.43,3.0,0
19171,12.0,comprehensive,3.3,43.73,6.0,0
19173,10.0,none,3.4,41.025000000000006,9.0,3
19175,14.2,none,4.0,41.15,6.0,3
19177,12.8,none,4.7,43.205,9.0,3
19179,14.9,comprehensive,5.6,41.79,5.0,0
19181,8.2,none,2.5,43.665000000000006,2.0,3
19183,9.9,none,3.1,43.445,3.0,3
19185,17.2,none,1.6,42.665000000000006,9.0,3
19187,13.7,none,3.5,42.21,5.0,3
19189,9.0,none,2.7,41.09,7.0,3
19191,8.2,comprehensive,1.7,38.88,7.0,0
19193,12.7,comprehensive,4.1,41.945,3.0,0
19195,8.6,none,4.5,43.455,9.0,3
19197,11.7,comprehensive,3.1,43.56,7.0,0
20001,17.7,none,4.6,45.415000000000006,7.0,3
20003,15.0,none,3.2,45.73,6.0,3
20005,15.2,none,2.7,45.805,6.0,3
20007,16.4,none,2.5,42.21,9.0,3
20009,15.4,none,3.0,43.865,7.0,3
20011,16.1,none,2.6,45.495000000000005,6.0,3
20013,13.2,none,3.4,43.400000000000006,6.0,3
20015,9.5,comprehensive,3.4,42.125,2.0,0
20017,11.8,none,2.9,44.17,9.0,3
20019,18.5,comprehensive,6.3,44.625,8.0,0
20021,13.1,none,4.1,46.545,6.0,3
20023,9.4,partial,2.2,40.235,9.0,2
20025,10.9,partial,1.6,41.945,9.0,2
20027,8.1,none,3.1,41.775000000000006,6.0,3
20029,11.4,none,3.3,42.93000000000001,7.0,3
20031,12.4,none,3.7,42.745000000000005,6.0,3
20033,10.5,none,3.1,42.89,9.0,3
20035,14.1,none,4.1,44.035,4.0,3
20037,20.3,none,4.9,44.61,4.0,3
20039,15.6,none,1.8,40.185,9.0,3
20041,11.9,none,4.0,42.835,7.0,3
20043,13.4,none,1.4,45.145,3.0,3
20045,18.0,partial,3.7,35.545,3.0,2
20047,10.0,comprehensive,2.5,43.47,9.0,0
20049,18.0,partial,6.8,44.32,8.0,2
20051,15.5,none,1.6,39.62,5.0,3
20053,9.3,none,3.4,42.55,7.0,3
20055,12.3,none,3.9,43.68,5.0,3
20057,14.5,none,4.7,46.26,5.0,3
20059,9.8,partial,3.4,43.545,6.0,2
20061,13.0,none,4.1,41.635000000000005,4.0,3
20063,10.0,none,1.4,39.375,9.0,3
20065,9.8,none,2.2,40.54,9.0,3
20067,11.5,comprehensive,6.2,43.635000000000005,7.0,0
20069,5.7,none,2.0,47.175,9.0,3
20071,7.5,none,0.0,41.245,9.0,3
20073,13.3,none,2.7,42.335,6.0,3
20075,10.5,none,0.8,41.635000000000005,9.0,3
20077,16.1,none,3.7,44.17,8.0,3
20079,9.6,comprehensive,2.5,42.165,2.0,0
20081,10.5,none,3.8,46.435,9.0,3
20083,11.2,none,1.6,42.63,9.0,3
20085,11.7,comprehensive,4.8,43.245000000000005,3.0,0
20087,7.5,none,2.6,42.795,3.0,3
20089,17.7,none,1.2,41.24,9.0,3
20091,5.4,none,2.6,32.04,1.0,3
20093,19.6,none,2.2,44.19,9.0,3
20095,7.6,none,4.7,44.735,2.0,3
20097,6.7,none,2.3,41.28,9.0,3
20099,18.4,none,3.2,45.095,7.0,3
20101,12.0,none,1.8,43.02,9.0,3
20103,8.5,none,3.9,41.93,1.0,3
20105,9.2,partial,3.6,42.235,9.0,2
20107,16.3,none,3.6,44.955,1.0,3
20109,8.1,none,1.1,39.485,9.0,3
20111,16.9,none,4.4,43.155,4.0,3
20113,8.8,none,1.8,42.265,7.0,3
20115,8.7,none,2.7,44.34,6.0,3
20117,8.9,partial,2.9,41.885,6.0,2
20119,6.5,partial,1.2,43.035,9.0,2
20121,6.9,none,2.7,42.38,1.0,3
20123,14.8,comprehensive,2.5,42.510000000000005,7.0,0
20125,18.7,none,5.0,43.620000000000005,5.0,3
20127,9.0,comprehensive,2.3,42.175,8.0,0
20129,10.2,none,2.1,40.245000000000005,9.0,3
20131,8.8,none,0.7,40.43,6.0,3
20133,18.8,none,4.2,44.585,7.0,3
20135,10.2,none,1.1,41.34,9.0,3
20137,12.4,none,1.2,41.265,7.0,3
20139,14.3,none,4.4,44.71,3.0,3
20141,14.8,none,1.9,41.585,9.0,3
20143,9.9,partial,2.3,42.77,9.0,2
20145,6.4,none,2.8,42.53,7.0,3
20147,9.8,partial,2.2,41.195,7.0,2
20149,8.1,none,2.6,41.265,3.0,3
20151,11.7,none,3.1,42.49,7.0,3
20153,11.0,none,1.9,41.53,9.0,3
20155,12.9,none,4.2,41.575,4.0,3
20157,10.8,none,1.3,39.73,9.0,3
20159,14.2,comprehensive,4.0,42.355,7.0,0
20161,22.4,none,4.8,36.555,3.0,3
20163,7.8,none,3.3,40.965,9.0,3
20165,10.3,none,3.9,42.84,9.0,3
20167,11.1,none,6.8,42.43,7.0,3
20169,11.5,none,3.0,42.725,5.0,3
20171,6.0,none,1.3,43.1,7.0,3
20173,13.7,none,4.6,39.150000000000006,2.0,3
20175,16.9,none,4.6,46.075,5.0,3
20177,11.4,none,3.6,41.72,3.0,3
20179,5.3,none,2.5,40.18,9.0,3
20181,11.5,none,2.8,42.435,7.0,3
20183,11.3,none,2.1,40.755,9.0,3
20185,12.5,none,3.5,43.565,9.0,3
20187,18.3,none,1.7,45.9,9.0,3
20189,20.0,comprehensive,6.5,42.665,7.0,0
20191,11.8,none,3.4,44.64,2.0,3
20193,12.0,none,1.8,41.405,7.0,3
20195,6.9,none,1.6,41.82,9.0,3
20197,4.9,none,2.4,42.385,3.0,3
20199,9.4,none,0.7,42.760000000000005,9.0,3
20201,10.9,none,1.7,42.105,9.0,3
20203,3.3,none,2.3,42.58,9.0,3
20205,14.1,none,5.3,45.55,7.0,3
20207,19.6,none,8.7,42.875,9.0,1
20209,19.2,none,5.7,48.675,1.0,3
21001,20.5,comprehensive,4.9,47.45,7.0,0
21003,18.7,none,5.0,45.49,3.0,3
21005,15.7,none,6.3,43.345,6.0,3
21007,15.4,none,5.7,43.985,9.0,3
21009,24.2,none,6.9,41.73,6.0,1
21011,20.4,none,4.4,48.755,8.0,1
21013,35.5,none,10.5,47.865,7.0,1
21015,7.2,none,3.5,39.505,1.0,3
21017,15.3,none,5.3,46.34,2.0,3
21019,18.9,none,7.8,43.61,2.0,3
21021,14.2,none,5.0,41.325,7.0,3
21023,17.8,none,4.4,46.715,1.0,3
21025,34.4,none,9.8,52.375,7.0,1
21027,18.6,none,8.3,44.53,8.0,1
21029,9.0,none,3.5,45.605,1.0,3
21031,19.3,comprehensive,5.8,47.575,3.0,0
21033,16.8,none,4.3,45.095,7.0,3
21035,21.5,none,3.7,40.085,7.0,3
21037,13.5,none,3.6,40.82,1.0,3
21039,16.8,none,3.2,43.83,9.0,3
21041,24.1,none,7.4,48.010000000000005,6.0,1
21043,25.3,partial,5.8,47.25,6.0,1
21045,25.5,none,7.3,49.745,9.0,1
21047,19.6,comprehensive,6.0,44.855,2.0,0
21049,14.7,partial,4.8,43.86,2.0,2
21051,36.6,none,8.2,51.075,7.0,1
21053,24.1,comprehensive,6.7,50.8,9.0,1
21055,14.5,none,1.9,48.44,7.0,3
21057,21.4,none,4.0,47.885000000000005,9.0,1
21059,16.6,none,4.3,39.895,3.0,3
21061,18.2,none,7.9,45.370000000000005,3.0,1
21063,30.6,none,1.7,48.03,9.0,1
21065,30.9,none,8.9,47.745,6.0,1
21067,16.8,none,4.5,36.56,2.0,3
21069,19.9,none,7.1,45.605,7.0,1
21071,30.7,comprehensive,11.2,50.09,7.0,1
21073,12.4,partial,3.6,44.115,4.0,2
21075,28.2,none,10.7,49.585,9.0,1
21077,14.8,comprehensive,5.8,47.645,1.0,0
21079,15.7,none,6.3,46.31,6.0,3
21081,16.4,comprehensive,2.8,44.945,1.0,0
21083,19.6,none,4.6,44.095,7.0,3
21085,25.4,none,4.3,46.17,6.0,1
21087,18.0,none,4.1,46.405,8.0,3
21089,16.9,none,5.6,47.705,2.0,3
21091,11.8,none,5.6,41.64,3.0,3
21093,13.2,none,5.1,40.075,3.0,3
21095,36.0,none,10.2,48.16,7.0,1
21097,17.6,none,4.2,45.2,6.0,3
21099,21.5,none,5.8,48.21,8.0,1
21101,18.5,none,4.7,43.71,2.0,3
21103,18.3,none,3.3,45.795,1.0,3
21105,14.9,none,5.6,47.425,9.0,1
21107,19.4,none,5.2,44.38,5.0,3
21109,32.0,comprehensive,9.5,51.23,9.0,1
21111,14.2,none,5.2,39.705,1.0,3
21113,16.9,none,5.4,41.085,2.0,3
21115,22.7,none,8.2,50.645,7.0,1
21117,11.5,none,3.9,41.475,1.0,3
21119,31.2,none,11.0,51.3,9.0,1
21121,33.2,none,6.2,47.63,7.0,1
21123,14.6,none,4.4,44.175,3.0,3
21125,23.2,none,5.8,45.0,5.0,1
21127,26.5,none,7.9,48.84,6.0,1
21129,34.6,none,9.9,50.955,9.0,1
21131,38.0,none,9.9,51.0,9.0,1
21133,33.6,partial,12.6,49.125,9.0,1
21135,24.4,partial,5.4,50.61,8.0,1
21137,21.3,partial,5.1,48.615,7.0,2
21139,14.6,none,4.9,45.55500000000001,9.0,3
21141,17.0,none,4.3,45.125,6.0,3
21143,15.8,none,1.4,44.565,9.0,3
21145,15.8,none,3.8,39.57,5.0,3
21147,33.4,none,9.7,46.515,9.0,1
21149,16.1,none,7.3,46.33,3.0,3
21151,18.9,comprehensive,4.9,42.635,4.0,0
21153,28.3,none,16.1,50.010000000000005,9.0,1
21155,23.0,none,8.2,43.32,7.0,1
21157,10.4,partial,3.0,41.34,7.0,2
21159,20.0,none,8.2,52.985,9.0,1
21161,17.8,comprehensive,4.8,43.425,6.0,0
21163,12.1,partial,5.0,44.13,3.0,2
21165,23.7,none,2.8,49.87,9.0,1
21167,14.2,comprehensive,7.8,43.695,6.0,0
21169,23.2,none,4.5,48.825,9.0,1
21171,23.8,none,6.5,46.105,8.0,1
21173,18.2,none,4.7,44.57,6.0,3
21175,22.7,partial,5.9,47.415,9.0,2
21177,15.2,none,5.7,45.525000000000006,6.0,3
21179,9.2,none,4.0,42.835,6.0,3
21181,28.0,none,5.9,47.915,8.0,1
21183,18.9,comprehensive,6.7,45.58,6.0,0
21185,5.9,none,2.8,38.89,1.0,3
21187,19.1,none,3.8,44.63,8.0,3
21189,30.3,none,12.8,56.16,9.0,1
21191,17.8,none,3.6,44.61,1.0,3
21193,26.1,none,11.0,48.150000000000006,7.0,1
21195,24.9,none,8.7,46.34,7.0,1
21197,21.4,none,6.3,48.54,6.0,1
21199,22.7,none,7.3,41.875,5.0,1
21201,27.1,none,8.9,48.675,8.0,1
21203,20.0,none,7.8,49.815,7.0,1
21205,27.9,none,4.3,43.48,7.0,1
21207,23.2,none,5.7,45.04,9.0,1
21209,11.6,none,2.9,44.2,2.0,3
21211,11.2,comprehensive,3.6,44.48,1.0,0
21213,15.6,none,4.2,43.14,6.0,3
21215,9.7,none,4.4,42.75,1.0,3
21217,17.9,none,5.0,44.195,7.0,3
21219,18.7,comprehensive,6.7,47.855,8.0,0
21221,11.8,none,8.0,44.675,2.0,3
21223,17.3,none,5.9,45.585,1.0,3
21225,20.4,none,6.7,46.515,6.0,1
21227,16.8,none,4.0,39.425,3.0,3
21229,15.2,none,4.1,44.11,9.0,3
21231,25.3,none,5.4,46.94,7.0,1
21233,23.0,none,4.2,47.705,8.0,1
21235,23.6,none,6.0,44.415,7.0,1
21237,29.2,none,17.3,54.16,9.0,1
21239,13.0,none,2.5,41.365,2.0,3
22001,24.2,partial,7.3,44.945,2.0,2
22003,14.5,partial,9.2,50.4,6.0,1
22005,10.6,partial,5.3,43.47,2.0,2
22007,19.2,partial,6.3,49.84,6.0,2
22009,24.4,partial,5.8,50.46,6.0,1
22011,15.5,partial,7.5,45.355,6.0,2
22013,28.4,partial,4.4,49.31,6.0,1
22015,17.2,partial,4.7,42.495000000000005,2.0,2
22017,23.3,partial,6.5,43.48,2.0,2
22019,17.3,partial,4.9,43.965,3.0,2
22021,25.1,partial,7.2,46.79,8.0,1
22023,9.9,partial,5.0,47.075,3.0,2
22025,22.1,partial,4.3,50.74,9.0,2
22027,33.6,partial,6.8,49.845,6.0,1
22029,25.0,partial,5.2,50.34,7.0,1
22031,22.0,partial,10.2,50.045,2.0,1
22033,18.0,partial,5.8,41.745000000000005,2.0,2
22035,44.6,partial,8.5,58.5,7.0,1
22037,17.5,partial,4.9,47.35,2.0,2
22039,28.7,partial,11.7,49.08,6.0,1
22041,29.0,partial,8.8,50.025000000000006,7.0,1
22043,18.8,partial,4.1,46.13,3.0,2
22045,22.1,partial,8.2,45.925,2.0,2
22047,18.2,partial,6.9,49.94,2.0,2
22049,22.8,partial,5.0,46.605,6.0,2
22051,15.5,partial,5.2,42.615,1.0,2
22053,19.1,partial,7.3,48.45,6.0,2
22055,17.3,partial,4.8,39.17,2.0,2
22057,15.6,partial,5.8,48.805,3.0,2
22059,20.0,partial,5.7,46.120000000000005,6.0,2
22061,30.3,partial,4.5,44.75,4.0,2
22063,12.4,partial,3.9,44.27,2.0,2
22065,36.4,partial,7.9,54.1,7.0,1
22067,28.3,partial,5.0,50.675,6.0,1
22069,32.3,partial,12.1,49.955,6.0,1
22071,23.7,partial,7.8,41.325,1.0,2
22073,24.7,partial,5.9,43.935,3.0,2
22075,18.2,partial,4.1,46.545,1.0,2
22077,20.9,partial,8.3,48.84,2.0,1
22079,19.6,partial,6.0,44.885,3.0,2
22081,25.3,partial,6.9,52.68,8.0,1
22083,30.5,partial,4.7,51.425,6.0,1
22085,18.6,partial,9.4,49.505,6.0,1
22087,21.1,partial,9.0,43.645,1.0,2
22089,11.2,partial,5.3,46.765,1.0,2
22091,18.4,partial,16.4,50.365,2.0,1
22093,17.0,partial,6.3,48.94,1.0,2
22095,17.4,partial,6.2,50.255,1.0,2
22097,26.2,partial,5.8,48.315,4.0,1
22099,18.9,partial,6.9,48.015,2.0,2
22101,19.7,partial,7.8,49.34,4.0,1
22103,11.5,partial,5.0,39.355,1.0,2
22105,21.4,partial,6.9,47.665,3.0,2
22107,34.7,partial,17.1,52.775,9.0,1
22109,20.6,partial,6.3,49.225,3.0,2
22111,17.3,partial,4.2,48.985,3.0,2
22113,17.6,partial,7.3,44.61,2.0,2
22115,17.3,partial,8.5,46.84,5.0,2
22117,24.4,partial,9.7,49.95,6.0,1
22119,29.8,partial,4.9,48.255,2.0,1
22121,12.5,partial,4.1,46.455,2.0,2
22123,21.9,partial,9.1,51.14,9.0,1
22125,12.0,partial,8.6,49.02,2.0,2
22127,18.7,partial,4.7,47.83,6.0,2
23001,11.8,partial,3.2,40.335,3.0,2
23003,16.1,partial,4.7,43.23,7.0,2
23005,9.0,none,2.8,30.505000000000003,2.0,3
23007,11.5,partial,5.6,39.855,6.0,2
23009,10.8,none,3.9,35.145,6.0,3
23011,12.8,partial,3.9,37.745,4.0,2
23013,9.9,none,2.7,33.400000000000006,7.0,3
23015,12.3,partial,3.7,32.97,8.0,2
23017,15.1,partial,5.1,39.455,6.0,2
23019,14.8,partial,4.1,40.595,3.0,2
23021,18.5,partial,6.3,42.67,8.0,2
23023,9.6,partial,2.2,35.6,2.0,2
23025,20.4,partial,6.1,43.89,6.0,2
23027,13.5,partial,4.5,38.125,6.0,2
23029,18.9,none,6.6,42.07,7.0,3
23031,7.4,none,3.1,35.145,2.0,3
24001,16.5,comprehensive,6.3,42.47,3.0,0
24003,5.8,comprehensive,3.9,38.120000000000005,1.0,0
24005,9.0,comprehensive,4.5,37.585,1.0,0
24009,4.6,comprehensive,3.8,40.935,1.0,0
24011,13.9,comprehensive,4.6,46.705,6.0,0
24013,5.2,none,3.1,40.425,1.0,3
24015,9.8,comprehensive,4.7,42.67,1.0,0
24017,6.3,partial,3.1,44.0,1.0,2
24019,15.8,comprehensive,7.0,48.31,6.0,0
24021,6.8,comprehensive,3.8,36.665,1.0,0
24023,10.4,comprehensive,3.8,42.715,6.0,0
24025,7.2,comprehensive,3.6,40.36,1.0,0
24027,5.0,none,3.3,32.83,1.0,3
24029,11.5,none,4.4,41.275000000000006,6.0,3
24031,6.8,none,4.2,27.630000000000003,1.0,3
24033,8.5,none,5.5,44.11,1.0,3
24035,5.7,none,2.4,39.28,1.0,3
24037,8.1,none,2.9,41.61,3.0,3
24039,21.7,partial,7.8,51.77,2.0,1
24041,8.7,comprehensive,2.8,38.915000000000006,6.0,0
