fips,percent_below_poverty,smoking_ban_2010,unemployment_rate_2019,average_2011_upper_bound_pct_obesity,rural_urban_continuum_code_2013,labels_small
01119,31.8,partial,9.7,53.345,8.0,1
01121,19.1,none,7.3,48.525,4.0,1
01123,18.9,none,8.2,45.985,6.0,1
01125,17.7,none,4.8,43.6,3.0,3
01127,18.1,none,8.1,45.02,1.0,1
01129,21.1,none,7.0,48.28,8.0,1
01131,30.1,none,14.5,56.155,9.0,1
01133,17.6,none,6.9,45.895,6.0,1
02013,13.8,none,4.2,39.53,9.0,3
02016,6.8,none,2.2,39.115,9.0,3
02020,9.0,none,5.1,38.69,2.0,3
02050,28.3,none,18.6,49.445,7.0,1
02060,7.2,none,9.7,45.595,9.0,1
02070,17.2,none,12.8,48.675,9.0,1
02090,8.0,none,6.1,38.28,3.0,3
02100,11.3,none,5.4,42.195,9.0,3
02110,7.7,none,4.0,37.035,5.0,3
02122,12.1,none,6.8,41.495,7.0,3
02150,7.8,none,5.4,38.855,7.0,3
02164,16.5,none,16.2,52.47,9.0,1
02170,10.3,none,8.5,41.29,2.0,3
02180,21.5,none,16.5,45.635,7.0,1
02185,10.1,none,8.4,46.33,7.0,3
02188,26.1,none,18.4,50.49,7.0,1
02220,8.7,none,4.6,39.35,7.0,3
02240,10.9,none,10.6,42.745000000000005,9.0,1
02261,7.8,none,3.4,42.36,9.0,3
02282,7.4,none,6.4,44.235,9.0,3
04001,35.5,comprehensive,10.6,47.85,6.0,1
04003,16.6,comprehensive,5.9,37.305,3.0,0
04005,17.6,none,5.9,33.07,3.0,3
04007,21.6,comprehensive,9.1,40.69,4.0,0
04009,22.6,none,8.2,44.65,7.0,1
04011,13.3,comprehensive,4.0,42.650000000000006,7.0,0
04012,22.4,comprehensive,9.3,46.15,6.0,0
04013,13.8,partial,4.5,34.83,1.0,2
04015,16.4,comprehensive,7.5,38.120000000000005,3.0,0
04017,27.9,comprehensive,12.4,43.245000000000005,4.0,1
04019,16.8,comprehensive,6.2,35.355000000000004,2.0,0
04021,13.2,comprehensive,6.4,43.215,1.0,0
04023,23.3,comprehensive,7.2,38.515,4.0,0
04025,13.0,partial,5.3,32.62,3.0,2
04027,19.4,partial,9.5,44.065,3.0,2
05001,17.3,none,4.1,47.67,6.0,3
05003,16.7,none,4.9,47.790000000000006,7.0,3
05005,13.1,none,4.9,39.2,7.0,3
05007,9.4,none,2.1,38.505,2.0,3
05009,14.7,none,4.5,38.99,7.0,3
05011,20.5,none,7.5,49.075,7.0,1
05013,13.4,comprehensive,3.9,48.26,9.0,0
05015,14.8,none,3.2,39.835,6.0,3
05017,28.9,none,9.9,52.84,7.0,1
05019,20.3,partial,2.0,44.59,7.0,2
05021,21.1,none,4.7,47.675,7.0,1
05023,14.0,none,4.1,41.785,6.0,3
05025,18.4,none,4.7,45.345,3.0,3
05027,25.0,none,9.8,46.510000000000005,7.0,1
05029,17.6,none,6.3,45.1,6.0,1
05031,16.6,none,5.2,42.295,3.0,3
05033,17.2,none,4.2,43.215,2.0,3
05035,22.2,none,8.5,49.16,1.0,1
05037,15.4,none,5.2,48.02,6.0,3
05039,14.7,none,3.0,49.85,6.0,3
05041,29.1,none,7.0,50.385,6.0,1
05043,18.8,none,3.6,46.385,6.0,3
05045,16.7,none,3.3,40.370000000000005,2.0,3
05047,23.0,partial,2.5,42.28,6.0,2
05049,20.7,none,6.1,43.225,9.0,1
05051,18.6,none,5.5,39.370000000000005,3.0,3
05053,14.5,comprehensive,3.2,45.25,2.0,0
05055,16.4,comprehensive,6.5,45.345,4.0,0
05057,22.7,none,3.1,47.74,6.0,1
05059,18.0,none,5.9,45.19,6.0,3
05061,19.4,none,5.8,47.805,6.0,1
05063,16.7,none,4.8,41.745,7.0,3
05065,15.1,none,9.5,41.735,9.0,1
05067,24.4,comprehensive,7.6,49.315,6.0,1
05069,22.2,none,8.4,48.795,3.0,1
05071,22.7,none,3.3,44.925,7.0,3
05073,25.9,partial,5.7,49.81999999999999,8.0,1
05075,15.6,none,6.2,47.57,6.0,1
05077,22.1,none,13.5,55.35,7.0,1
05079,20.0,partial,2.1,50.82,3.0,2
05081,16.1,none,10.3,46.695,3.0,1
05083,18.7,none,6.0,43.71,6.0,3
05085,12.2,none,3.4,44.045,2.0,3
05087,17.4,comprehensive,3.9,44.065,2.0,0
05089,18.2,none,4.6,42.98,9.0,3
05091,20.1,none,6.5,46.91,3.0,1
05093,24.3,none,7.4,49.59,4.0,1
05095,27.1,none,6.4,52.47,7.0,1
05097,21.3,none,6.8,43.82,8.0,1
05099,23.1,none,6.1,49.39,7.0,1
05101,15.8,none,3.8,43.975,9.0,3
05103,23.2,none,7.8,48.620000000000005,7.0,1
05105,17.9,none,5.1,44.17,2.0,3
05107,34.5,partial,10.1,52.105,6.0,1
05109,15.4,none,3.5,44.72,9.0,3
05111,21.4,none,5.9,50.33,3.0,1
05113,23.8,none,9.1,44.345,7.0,1
05115,18.8,comprehensive,5.6,42.65,5.0,0
05117,14.8,partial,5.1,47.955,8.0,2
05119,16.8,none,4.4,39.27,2.0,3
05121,18.8,none,3.2,44.99,7.0,3
05123,24.9,none,5.6,51.755,6.0,1
05125,9.2,none,3.3,41.055,2.0,3
05127,19.1,none,7.9,44.335,6.0,1
05129,21.9,none,3.4,46.535,9.0,1
05131,18.5,none,3.8,38.73,2.0,3
05133,21.3,partial,5.5,48.735,6.0,2
05135,22.2,none,4.1,42.755,7.0,3
05137,19.8,none,6.2,42.87,9.0,1
05139,19.1,none,4.7,44.95,7.0,3
05141,18.5,none,5.5,43.245000000000005,8.0,3
05143,16.4,none,4.1,38.035,2.0,3
05145,15.7,comprehensive,5.2,43.385,4.0,0
05147,25.2,none,8.4,51.25,9.0,1
05149,16.6,none,3.5,45.52,6.0,3
06001,9.9,none,4.4,29.965,1.0,3
06003,19.7,none,15.6,38.78,8.0,1
06005,9.9,none,6.6,40.005,6.0,3
06007,19.1,none,7.7,37.405,3.0,3
06009,11.4,none,6.6,39.945,6.0,3
06011,13.0,none,4.4,44.315,6.0,3
06013,8.7,partial,5.0,34.42,1.0,2
06015,19.5,none,7.8,43.99,7.0,1
06017,8.4,none,5.4,31.44,1.0,3
06019,22.5,none,8.2,43.6,2.0,1
06021,17.5,none,4.8,42.650000000000006,6.0,3
06023,20.1,comprehensive,6.8,37.82,5.0,0
06025,24.1,none,13.7,45.57,3.0,1
06027,9.3,none,3.7,40.04,7.0,3
06029,21.0,none,9.4,42.825,2.0,1
06031,18.2,comprehensive,7.3,44.755,3.0,0
06033,18.6,comprehensive,8.4,40.395,4.0,0
06035,13.5,none,6.6,40.345,7.0,3
06037,14.9,none,5.7,32.989999999999995,1.0,3
06039,19.9,none,8.1,45.91,3.0,1
06041,7.2,partial,3.6,25.19,1.0,2
06043,15.2,none,8.5,41.485,8.0,1
06045,17.8,none,8.5,36.96,4.0,3
06047,21.2,none,10.4,48.03,2.0,1
06049,18.8,none,8.1,41.13,6.0,1
06051,12.1,none,3.6,38.36,7.0,3
06053,13.1,none,4.6,38.385,2.0,3
06055,7.8,none,4.3,36.48,3.0,3
06057,11.0,none,3.8,31.785,4.0,3
06059,10.9,none,4.3,29.775,1.0,3
06061,7.7,none,3.8,30.385,1.0,3
06063,12.1,none,6.0,37.455,7.0,3
06065,13.7,none,6.9,38.45,1.0,3
06067,14.7,none,6.1,37.34,1.0,3
06069,8.4,none,6.3,42.2,1.0,3
06071,16.0,none,7.0,39.135000000000005,1.0,3
06073,11.6,none,5.6,32.56,1.0,3
06075,10.3,none,4.0,22.945,1.0,3
06077,14.5,none,7.1,41.855,2.0,3
06079,12.5,none,3.6,33.584999999999994,2.0,3
06081,6.7,none,3.6,27.53,1.0,3
06083,13.5,none,5.2,34.040000000000006,2.0,3
06085,7.5,none,4.1,28.79,1.0,3
06087,13.1,comprehensive,5.2,33.1,2.0,0
06089,16.7,none,5.1,38.69,3.0,3
06091,9.7,none,6.2,38.07,8.0,3
06093,18.8,none,7.3,38.38,6.0,3
06095,9.5,none,5.7,38.72,2.0,3
06097,9.2,none,4.0,33.125,2.0,3
06099,15.1,none,8.6,43.305,2.0,3
06101,15.5,none,7.8,38.48,3.0,3
06103,22.1,none,8.2,40.57,4.0,1
06105,19.0,none,7.9,38.565,8.0,1
06107,23.8,none,9.2,45.48,2.0,1
06109,12.8,none,5.4,37.35,4.0,3
06111,8.9,none,4.7,34.315,2.0,3
06113,19.1,none,5.7,37.52,1.0,3
06115,15.5,none,6.7,42.83,3.0,3
08003,23.5,partial,9.3,35.86,7.0,2
08005,8.1,partial,3.7,29.305,1.0,2
08007,8.8,partial,4.3,31.75,7.0,2
08009,19.0,partial,2.3,42.61,9.0,2
08011,29.5,partial,5.3,46.955,7.0,1
08014,5.6,none,3.1,30.37,1.0,3
08014,5.6,none,3.1,30.37,1.0,3
08014,5.6,none,3.1,30.37,1.0,3
08014,5.6,none,3.1,30.37,1.0,3
08014,5.6,none,3.1,30.37,1.0,3
08015,9.8,partial,3.0,28.42,7.0,2
08017,10.2,partial,8.3,43.095,9.0,2
08019,7.8,partial,3.4,31.285,1.0,2
08021,21.7,partial,9.6,37.325,9.0,2
08023,27.3,none,9.4,41.870000000000005,9.0,1
08025,27.9,partial,13.3,48.395,8.0,1
08027,12.7,none,7.2,37.345,8.0,3
08029,18.3,none,5.7,31.955,6.0,3
08031,12.9,partial,3.6,28.795,1.0,2
08033,13.2,partial,2.5,35.754999999999995,9.0,2
08035,3.1,partial,2.5,24.375,1.0,2
08037,8.0,partial,2.0,25.27,5.0,2
08039,4.8,partial,1.7,29.65,1.0,2
08041,10.1,none,5.2,29.85,2.0,3
08043,14.5,none,4.2,34.629999999999995,4.0,3
08045,8.6,comprehensive,4.5,29.86,5.0,0
08047,4.9,none,1.7,34.935,1.0,3
08049,9.5,partial,3.6,30.095,7.0,2
08051,13.4,partial,3.7,29.14,7.0,2
08053,9.8,partial,5.5,33.945,9.0,2
08055,15.8,partial,3.3,42.61,6.0,2
08057,9.6,comprehensive,2.0,34.535,9.0,0
08061,12.1,none,2.7,41.03,9.0,3
08063,6.1,partial,3.5,43.2,7.0,2
08065,14.6,comprehensive,3.1,31.08,6.0,0
08067,9.1,partial,3.6,26.56,4.0,2
08069,11.6,none,4.1,27.66,2.0,3
08071,18.5,partial,6.7,39.76,7.0,2
08073,14.8,partial,2.8,41.785,8.0,2
08075,12.6,none,3.5,39.375,7.0,3
08077,14.2,none,6.1,31.685,3.0,3
08079,13.7,partial,2.9,35.815,9.0,2
08081,17.0,partial,3.5,37.98,7.0,2
08083,15.1,partial,4.3,34.085,6.0,2
08085,15.1,partial,6.3,32.3,4.0,2
08087,11.0,partial,3.8,40.67,6.0,2
08089,23.7,partial,7.6,43.095,6.0,2
08091,7.2,partial,4.2,31.215,9.0,2
08093,7.3,partial,5.5,29.33,1.0,2
08095,6.1,partial,1.4,42.33,9.0,2
08097,6.7,none,2.7,23.945,7.0,3
08099,16.0,partial,5.3,43.495000000000005,7.0,2
08101,18.9,none,6.6,37.895,3.0,3
08103,10.6,partial,6.3,30.735,9.0,2
08105,17.0,none,7.4,37.735,7.0,3
08107,10.9,partial,3.0,24.665,7.0,2
08109,17.6,partial,4.4,41.150000000000006,9.0,2
08111,5.3,comprehensive,0.0,37.355,9.0,0
08113,11.3,partial,2.5,34.325,9.0,2
08115,19.0,none,6.6,42.585,9.0,1
08117,8.0,partial,2.9,26.81,5.0,2
08119,8.2,partial,6.1,27.675,2.0,2
08121,11.8,none,2.4,40.085,9.0,3
08125,14.0,partial,3.3,41.7,7.0,2
09001,8.9,comprehensive,6.1,29.545,2.0,0
09003,10.8,partial,5.2,35.379999999999995,1.0,2
09005,6.9,partial,4.6,33.325,4.0,2
09007,6.9,none,4.4,35.17,1.0,3
09009,11.7,partial,6.1,37.07,2.0,2
09011,9.4,partial,5.4,35.985,2.0,2
09013,7.3,partial,4.5,35.675,1.0,2
09015,11.4,partial,5.1,40.13,2.0,2
10001,13.5,none,5.0,44.705,3.0,3
10003,11.4,comprehensive,5.4,38.015,1.0,0
10005,11.3,comprehensive,4.1,42.010000000000005,2.0,0
11001,16.2,none,6.6,30.875,1.0,3
12001,21.4,partial,4.7,34.66,2.0,2
12003,12.0,none,4.5,46.48,1.0,3
12005,14.6,none,4.8,37.735,3.0,3
12007,22.2,partial,6.0,49.175,6.0,2
12009,11.8,partial,4.9,38.535,2.0,2
12011,13.1,partial,5.7,35.375,1.0,2
12013,14.7,comprehensive,3.9,45.85,6.0,0
12015,11.1,none,5.7,37.54,3.0,3
12017,15.7,partial,7.4,40.655,3.0,2
12019,10.2,none,5.5,39.315,1.0,3
12021,11.2,partial,3.7,34.32,2.0,2
12023,15.8,none,8.0,45.37,4.0,1
12027,26.8,none,4.6,44.735,6.0,1
12029,21.2,partial,4.8,45.46,6.0,2
12031,14.5,partial,5.4,39.535,1.0,2
12033,14.0,none,5.7,39.435,2.0,3
12035,12.4,partial,4.2,38.265,2.0,2
12037,18.8,partial,5.3,42.85,6.0,2
12039,22.8,partial,6.6,48.325,2.0,2
12041,17.2,partial,3.9,44.005,2.0,2
12043,17.4,partial,12.9,44.84,6.0,1
12045,12.9,partial,4.4,40.47,3.0,2
12047,29.9,none,10.2,48.38,6.0,1
12049,24.1,partial,5.2,50.125,6.0,1
12051,25.3,partial,6.5,46.585,4.0,2
12053,14.1,partial,6.0,39.345,1.0,2
12055,18.6,partial,8.1,42.175,3.0,2
12057,14.6,partial,5.1,38.09,1.0,2
12059,22.8,comprehensive,8.6,44.11,6.0,0
12061,11.4,partial,6.4,36.08,3.0,2
12063,19.4,comprehensive,6.0,44.58,6.0,0
12065,16.5,none,6.1,45.685,2.0,3
12067,12.8,partial,9.2,45.07,9.0,2
12069,12.0,comprehensive,5.0,39.635000000000005,1.0,0
12071,13.1,none,5.1,37.290000000000006,2.0,3
12073,20.5,none,6.0,39.06999999999999,2.0,3
12075,20.7,partial,5.5,43.97,6.0,2
12077,16.8,partial,6.5,46.75,8.0,2
12079,27.8,comprehensive,3.9,47.825,6.0,0
12081,11.8,partial,5.5,37.465,2.0,2
12083,16.1,none,8.2,41.355,2.0,3
12085,9.9,none,4.4,32.07,2.0,3
12086,17.1,partial,5.1,37.145,1.0,2
12087,10.9,none,3.0,30.91,4.0,3
12089,10.5,comprehensive,3.7,38.125,1.0,0
12091,10.9,partial,5.2,36.825,3.0,2
12093,21.0,partial,5.5,45.31,4.0,2
12095,14.9,none,4.7,37.145,1.0,3
12097,14.8,comprehensive,4.8,41.135000000000005,1.0,0
12099,12.2,partial,5.4,34.315,1.0,2
12101,12.7,partial,5.3,38.25,1.0,2
12103,12.2,partial,5.2,36.115,1.0,2
12105,15.8,none,5.6,43.89,2.0,3
12107,23.6,comprehensive,8.4,46.875,4.0,0
12109,8.2,partial,4.3,34.43,1.0,2
12111,13.3,partial,5.2,40.615,2.0,2
12113,9.7,partial,4.9,36.87,2.0,2
12115,9.0,partial,4.3,32.010000000000005,2.0,2
12117,10.6,none,4.6,35.84,1.0,3
12119,8.2,partial,3.9,41.42,3.0,2
12121,14.9,partial,5.6,43.885000000000005,6.0,2
12123,21.2,none,6.3,45.505,6.0,1
12125,20.8,none,7.4,50.805,6.0,1
12127,14.3,partial,4.6,37.875,2.0,2
12129,12.2,partial,4.9,43.54,2.0,2
12131,13.2,none,4.5,36.995000000000005,3.0,3
12133,24.1,none,7.9,43.41,6.0,1
13001,22.5,none,3.8,49.145,7.0,1
13003,30.3,none,8.3,51.010000000000005,9.0,1
13005,23.8,none,4.5,49.61,7.0,1
13007,22.9,none,7.3,49.005,3.0,1
13009,23.6,none,6.1,47.105,4.0,1
13011,13.3,none,5.2,44.84,8.0,3
13013,12.6,none,4.7,43.39,1.0,3
13015,14.0,none,4.5,41.915,1.0,3
13017,29.6,none,5.0,49.68,7.0,1
13019,24.2,none,5.6,48.13,6.0,1
13021,24.9,none,6.7,43.935,3.0,1
13023,18.0,none,5.7,50.51,6.0,1
13025,19.6,none,4.9,47.265,3.0,3
13027,22.7,none,7.0,49.14,3.0,1
13029,12.4,none,6.3,40.165000000000006,2.0,3
13031,26.4,none,6.2,44.665,4.0,1
13033,22.2,none,4.3,53.085,2.0,1
13035,21.6,none,5.0,48.59,1.0,1
13037,27.3,comprehensive,14.7,55.53,8.0,1
13039,15.5,comprehensive,6.1,41.82,4.0,0
13043,30.8,none,5.8,49.13,7.0,1
13045,17.3,none,6.3,43.34,1.0,3
13047,9.9,none,4.0,44.41,2.0,3
13049,25.2,none,11.6,52.75,6.0,1
13051,15.1,none,6.5,41.145,2.0,3
13053,19.8,none,11.0,43.55,2.0,1
13055,19.4,none,4.8,48.61,6.0,1
13057,7.5,none,3.3,36.51,1.0,3
13059,29.6,none,4.2,41.17,3.0,1
13061,39.5,none,12.1,52.74,9.0,1
13063,18.6,comprehensive,7.2,45.225,1.0,0
13065,40.2,none,5.7,52.635,6.0,1
13067,9.1,none,4.0,34.864999999999995,1.0,3
13069,19.9,none,3.9,47.81,7.0,1
13071,24.9,none,7.9,47.885,6.0,1
13073,7.5,none,4.5,36.445,2.0,3
13075,24.0,comprehensive,5.4,49.505,6.0,0
13077,10.7,none,3.9,40.4,1.0,3
13079,19.9,none,8.0,47.14,3.0,1
13081,31.9,none,10.3,49.46,6.0,1
13083,13.7,none,4.7,43.72,2.0,3
13085,8.6,none,4.0,38.235,1.0,3
13087,24.3,none,4.9,48.84,6.0,1
13089,15.1,none,6.0,36.295,1.0,3
13091,21.8,comprehensive,5.2,48.315,6.0,0
13093,24.1,none,11.2,52.105,6.0,1
13095,28.4,none,11.6,47.975,3.0,1
13097,12.8,partial,6.1,40.055,1.0,2
13099,30.5,none,7.3,51.565,6.0,1
13101,24.1,none,3.6,50.84,3.0,1
13103,8.5,partial,3.2,45.745000000000005,2.0,2
13105,21.3,partial,7.8,48.185,6.0,1
13107,22.1,none,5.8,50.425,7.0,1
13109,26.9,none,5.9,49.13,6.0,1
13111,12.4,none,4.5,41.77,8.0,3
13113,5.5,none,3.7,34.395,1.0,3
13115,18.4,comprehensive,5.1,42.84,3.0,0
13117,5.7,none,2.9,32.87,1.0,3
13119,22.9,partial,4.4,45.425,8.0,2
13121,14.4,none,5.2,33.05,1.0,3
13123,16.8,none,4.2,43.52,6.0,3
13125,18.9,none,1.2,48.275,9.0,3
13127,18.1,none,4.7,42.285,3.0,3
13129,18.0,none,3.3,44.005,4.0,3
13131,22.4,none,4.5,49.135000000000005,6.0,1
13133,19.5,comprehensive,5.7,47.78,6.0,0
13135,10.7,none,3.9,34.995000000000005,1.0,3
13137,15.1,none,3.0,42.905,6.0,3
13139,13.9,none,3.5,39.605,3.0,3
13141,22.2,none,2.9,54.455,7.0,1
13143,14.9,none,3.7,45.565,1.0,3
13145,6.2,none,6.1,41.64,2.0,3
13147,15.1,none,6.0,45.3,6.0,3
13149,14.3,none,5.5,48.68,1.0,3
13151,8.5,none,5.0,39.71,1.0,3
13153,13.9,none,5.5,42.265,3.0,3
13155,23.9,none,8.9,49.45,7.0,1
13157,11.3,comprehensive,4.1,41.92,4.0,0
13159,15.5,none,5.8,45.03,1.0,3
13161,22.0,none,4.3,48.51,7.0,1
13163,24.6,none,4.2,54.885000000000005,6.0,1
13165,30.5,none,4.3,54.805,6.0,1
13167,22.6,none,10.2,53.305,7.0,1
13169,14.0,none,5.1,43.56,3.0,3
13171,18.6,none,7.5,49.145,1.0,1
13173,23.1,none,3.9,49.355,3.0,1
13175,27.1,none,5.2,46.65,5.0,1
13177,12.8,none,6.5,42.99,3.0,3
13179,15.9,partial,9.4,44.83,3.0,2
13181,20.6,partial,3.8,48.72,2.0,2
13183,18.9,none,10.6,48.52,3.0,1
13185,24.4,none,5.9,44.21,3.0,1
13187,15.1,none,4.0,41.965,6.0,3
13189,24.0,none,7.7,51.665,2.0,1
13191,17.6,partial,5.4,48.825,3.0,2
13193,25.5,none,9.5,51.385000000000005,6.0,1
13195,17.1,comprehensive,7.1,45.58,3.0,0
13197,16.7,none,6.6,48.93,2.0,1
13199,22.9,none,5.7,50.775,1.0,1
13201,21.7,none,6.7,46.7,8.0,1
13205,23.1,comprehensive,12.3,51.775,6.0,1
13207,13.9,none,5.7,46.26,3.0,3
13209,18.5,none,6.3,48.63,9.0,1
13211,9.2,partial,3.7,45.115,1.0,2
13213,15.6,none,5.9,47.32,3.0,3
13215,20.7,none,8.5,45.32,2.0,1
13217,15.5,none,6.1,44.245000000000005,1.0,3
13219,6.2,none,2.8,37.58,3.0,3
13221,12.8,none,4.1,46.19,3.0,3
13223,8.2,none,3.7,40.325,1.0,3
13225,22.2,none,9.0,47.74,3.0,1
13227,10.2,none,4.6,40.8,1.0,3
13229,22.1,partial,6.0,47.59,6.0,2
13231,9.5,none,5.6,45.945,1.0,3
13233,18.4,none,4.6,44.31,4.0,3
13235,22.2,none,6.0,50.260000000000005,3.0,1
13237,16.1,comprehensive,4.1,45.285,6.0,0
13239,20.3,none,7.0,55.93,9.0,1
13241,18.1,none,4.5,41.78,7.0,3
13243,32.9,none,8.5,55.18,6.0,1
13245,23.0,comprehensive,8.8,44.755,2.0,0
13247,13.1,none,5.5,40.635,1.0,3
13249,17.2,none,7.3,50.695,8.0,1
13251,22.5,none,6.5,52.53,6.0,1
13253,23.7,none,5.5,47.7,6.0,1
13255,17.9,none,4.5,49.125,1.0,3
13257,13.2,none,7.2,46.47,7.0,1
13259,34.5,none,5.6,52.620000000000005,8.0,1
13261,27.1,partial,7.1,48.445,6.0,1
13263,18.9,comprehensive,2.1,52.36,8.0,0
13265,21.1,none,5.8,56.68,8.0,1
13267,23.2,none,3.9,50.32,6.0,1
13269,25.8,none,9.9,51.63,8.0,1
13271,28.9,none,1.5,49.05,7.0,1
13273,32.4,none,7.9,56.62,3.0,1
13275,19.2,none,6.3,44.96,4.0,3
13277,23.3,partial,2.2,46.945,5.0,2
13279,23.3,none,7.8,47.185,7.0,1
13281,15.4,none,4.0,41.8,9.0,3
13283,27.5,none,7.0,51.765,7.0,1
13285,21.3,none,5.5,45.175,4.0,1
13287,33.6,partial,6.1,53.555,6.0,1
13289,19.3,none,5.0,54.165,3.0,1
13291,14.4,none,4.7,39.66,9.0,3
13293,20.9,none,6.1,49.535,6.0,1
13295,16.1,none,5.2,46.36,2.0,3
13297,12.1,none,5.1,42.5,1.0,3
13299,24.9,none,5.6,46.485,5.0,1
13301,26.8,none,4.9,54.005,8.0,1
13303,22.3,none,5.5,50.870000000000005,7.0,1
13305,15.3,none,6.4,47.34,6.0,1
13307,22.4,none,3.8,49.22,8.0,1
13309,25.7,none,13.9,51.095,9.0,1
13311,10.8,comprehensive,2.7,41.205,6.0,0
13313,15.9,none,4.9,44.58,3.0,3
13315,24.2,none,4.8,50.605,8.0,1
13317,23.7,none,1.5,50.325,6.0,1
13319,23.4,none,5.2,48.755,8.0,1
13321,19.0,none,6.3,49.315,3.0,1
15001,15.6,comprehensive,5.9,31.46,5.0,0
15003,8.3,partial,3.8,29.71,2.0,2
15005,10.0,none,0.0,31.94,3.0,3
15005,10.0,none,0.0,31.94,3.0,3
15007,8.1,comprehensive,3.5,29.345,5.0,0
16001,10.8,partial,3.4,33.745000000000005,2.0,2
16003,12.1,comprehensive,9.0,42.365,9.0,0
16005,16.4,partial,5.2,39.495000000000005,3.0,2
16007,16.8,partial,2.8,38.285,9.0,2
16009,17.3,partial,8.5,41.510000000000005,6.0,2
16011,11.2,partial,4.2,44.53,4.0,2
16013,12.5,partial,1.6,30.255,7.0,2
16015,10.7,partial,3.8,43.25,2.0,2
16017,14.6,partial,3.3,34.57,6.0,2
16019,10.5,partial,2.8,38.8,3.0,2
16021,19.3,partial,3.4,40.4,7.0,2
16023,18.0,none,4.6,40.555,3.0,3
16025,15.6,partial,0.7,41.255,9.0,2
16027,13.4,partial,4.5,41.48,2.0,2
16029,8.8,partial,4.1,42.905,6.0,2
16031,14.3,partial,2.6,43.735,7.0,2
16033,13.3,partial,3.9,46.19,9.0,2
16035,12.8,partial,6.5,41.315,6.0,2
16037,18.4,none,3.9,39.3,8.0,3
16039,15.3,partial,6.8,40.27,6.0,2
16041,10.4,partial,0.5,39.865,3.0,2
16043,13.0,none,4.6,36.55,6.0,3
16045,17.0,partial,3.2,43.26,2.0,2
16047,16.3,partial,4.0,44.545,7.0,2
16049,14.3,partial,5.3,39.575,6.0,2
16051,6.9,none,4.3,41.305,3.0,3
16053,19.0,partial,2.9,45.775,7.0,2
16055,11.7,partial,3.6,35.345,3.0,2
16057,18.1,partial,2.9,36.305,4.0,2
16059,12.1,partial,4.9,39.150000000000006,7.0,2
16061,16.2,partial,5.7,41.885000000000005,8.0,2
16063,12.1,partial,4.0,43.295,9.0,2
16065,30.9,comprehensive,6.0,39.89,4.0,0
16067,16.7,partial,3.4,44.415,7.0,2
16069,13.3,partial,3.3,41.57,3.0,2
16071,11.4,none,1.3,40.465,8.0,3
16073,16.1,partial,2.9,46.88,2.0,2
16075,13.4,partial,4.5,41.425,6.0,2
16077,11.4,partial,6.3,43.49,6.0,2
16079,19.4,partial,8.3,41.985,6.0,2
16081,4.5,partial,3.2,35.495000000000005,9.0,2
16083,14.3,partial,2.8,39.31,5.0,2
16085,7.2,partial,0.7,38.150000000000006,8.0,2
16087,13.3,none,4.3,44.855,6.0,3
17001,12.5,comprehensive,4.1,40.16,5.0,0
17003,25.3,none,7.3,51.235,3.0,1
17005,14.2,comprehensive,2.7,42.45,1.0,0
17007,10.1,none,5.4,41.73,2.0,3
17009,11.6,none,3.1,44.815,7.0,3
17011,12.4,comprehensive,4.4,41.67,7.0,0
17013,11.6,comprehensive,3.2,42.36,1.0,0
17015,10.7,none,5.3,42.495000000000005,7.0,3
17017,14.8,none,6.1,44.75,6.0,3
17019,20.0,comprehensive,4.6,39.005,3.0,0
17021,12.3,comprehensive,2.9,43.71,6.0,0
17023,11.1,partial,4.1,44.775000000000006,6.0,2
17025,16.5,none,4.5,43.91,7.0,3
17027,7.7,comprehensive,2.2,43.155,1.0,0
17029,20.8,comprehensive,5.1,42.49,5.0,0
17031,14.4,comprehensive,6.6,37.1,1.0,0
17033,11.6,none,4.7,44.53,7.0,3
17035,13.9,none,2.7,42.815,9.0,3
17037,16.6,none,5.5,40.615,1.0,3
17039,11.3,comprehensive,4.3,44.03,3.0,0
17041,10.8,partial,3.5,45.01,6.0,2
17043,6.4,comprehensive,3.8,34.32,1.0,0
17045,12.0,comprehensive,4.5,44.645,6.0,0
17047,10.2,comprehensive,4.6,43.18000000000001,9.0,0
17049,10.6,partial,2.4,39.205,7.0,2
17051,17.2,none,5.5,45.055,6.0,3
17053,13.9,none,4.4,44.86,3.0,3
17055,19.5,partial,6.2,44.455,4.0,2
17057,14.7,none,5.9,44.83,6.0,3
17059,20.8,comprehensive,4.5,47.49,8.0,0
17061,13.1,comprehensive,2.3,44.015,6.0,0
17063,7.6,comprehensive,3.8,43.2,1.0,0
17065,9.3,none,3.3,45.395,7.0,3
17067,13.6,none,4.8,40.09,7.0,3
17069,13.1,none,12.4,46.64,9.0,1
17071,7.8,none,5.9,43.915,9.0,3
17073,10.8,none,4.2,41.725,2.0,3
17075,12.5,comprehensive,4.6,43.655,6.0,0
17077,26.5,comprehensive,8.3,43.19,3.0,0
17079,13.7,none,4.4,42.55,7.0,3
17081,17.0,none,7.1,43.965,7.0,1
17083,9.9,comprehensive,2.3,41.91,1.0,0
17085,8.5,comprehensive,3.7,40.435,6.0,0
17087,10.8,none,3.7,45.735,8.0,3
17089,9.4,none,4.5,40.71,1.0,3
17091,14.2,comprehensive,4.5,46.925,3.0,0
17093,4.5,none,3.5,39.495000000000005,1.0,3
17095,18.2,none,4.9,44.35,4.0,3
17097,7.9,comprehensive,4.8,34.47,1.0,0
